time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,50.56,25.47,117.28,,,,,,,
0.02,43.07,26.33,117.81,0.000908,-0.01462,1906.267,2051.167,1668.667,1137.2,0
0.04,31.42,26.96,118.35,-0.00272,0.006823,1902.467,2017.867,1635.367,1149.4,0
0.06,17.69,27.31,118.89,0,-0.00877,1889.467,2048.367,1650.467,1154.3,0
0.08,3.54,27.38,119.44,0.002725,0.027292,1970.067,1969.767,1658.967,1161.5,0
0.1,-9.78,27.19,119.98,-0.00817,0.004874,1944.167,2016.267,1632.267,1171.3,0
0.12,-21.85,26.75,120.52,0.009991,0.001949,1974.067,2032.167,1718.367,1176.1,0
0.14,-32.88,26.09,121.04,-0.00636,0,2010.467,2040.067,1669.167,1178.5,0
0.16,-41.82,25.26,121.55,0.006358,-0.02924,1949.467,2050.567,1678.467,1190.7,0
0.18,-47.44,24.31,122.03,0.001816,-0.00585,1965.167,2066.467,1679.367,1195.5,0
0.2,-50.56,23.3,122.5,0.001816,-0.00487,1966.467,2082.367,1708.667,1200.4,0
0.22,-53.27,22.23,122.94,-0.00727,0.005848,2009.367,2053.167,1694.467,1200.4,0
0.24,-59.3,21.04,123.36,-0.0109,-0.01365,1987.267,2074.467,1672.667,1198,0
0.26,-68.04,19.68,123.76,-0.00727,-0.02339,1940.367,2099.867,1684.267,1183.4,0
0.28,-77.19,18.14,124.12,-0.00363,-0.0117,1961.167,2048.067,1648.267,1181,0
0.3,-86.35,16.41,124.45,-0.00091,0.000975,1975.367,2062.667,1690.867,1181,0
0.32,-93.22,14.55,124.74,0,0.005848,1981.867,2040.067,1711.767,1178.5,0
0.34,-94.88,12.65,124.99,-0.01362,0.019494,1953.267,2025.467,1669.167,1178.5,0
0.36,-90.72,10.84,125.21,-0.01181,0.000975,1959.767,2032.167,1661.567,1176.1,0
0.38,-82.19,9.19,125.39,0.001816,-0.0039,1966.267,2009.567,1682.467,1173.7,0
0.4,-72.41,7.74,125.55,0.004541,-0.02534,1923.367,2038.767,1682.467,1173.7,0
0.42,-61.8,6.51,125.68,-0.00817,0.002924,1945.467,2032.167,1661.567,1176.1,0
0.44,-50.56,5.5,125.79,0.001816,0.001949,1944.167,2030.867,1703.367,1171.3,0
0.46,-39.74,4.7,125.88,0.001816,-0.00585,1958.467,2030.867,1703.367,1171.3,0
0.48,-29.55,4.11,125.96,0.004541,0.004874,1994.867,2009.567,1696.667,1173.7,0
0.5,-21.85,3.67,126.04,-0.00727,-0.01754,1953.267,2098.567,1683.367,1178.5,0
0.52,-17.06,3.33,126.1,-0.02089,-0.00975,1948.167,2137.067,1663.367,1185.8,0
0.54,-14.36,3.05,126.16,-0.01181,-0.00292,1998.867,2057.267,1699.367,1188.3,0
0.56,-11.86,2.81,126.22,-0.00182,0.004874,1992.367,2079.867,1735.267,1190.7,0
0.58,-6.87,2.67,126.27,0.002725,0.01657,2006.667,2035.967,1735.267,1190.7,0
0.6,0.83,2.69,126.33,-0.0109,0.003899,2000.167,2058.567,1671.767,1193.1,0
0.62,10.2,2.89,126.39,-0.00363,-0.00195,1955.967,2071.867,1699.367,1188.3,0
0.64,19.97,3.29,126.45,-0.00454,-0.00877,1954.667,2085.267,1684.267,1183.4,0
0.66,26.84,3.83,126.53,-0.0109,-0.00487,2003.967,2062.667,1676.667,1181,0
0.68,28.92,4.41,126.62,-0.00182,-0.00585,1961.167,2091.867,1705.067,1181,0
0.7,25.8,4.92,126.71,-0.00999,0.005848,1968.967,2085.267,1684.267,1183.4,0
0.72,19.35,5.31,126.82,-0.00182,0.005848,2003.967,2062.667,1719.267,1181,0
0.74,10.4,5.52,126.93,0.006358,-0.00975,1989.667,2062.667,1719.267,1181,0
0.76,1.04,5.54,127.04,-0.01181,-0.00195,1968.967,2085.267,1684.267,1183.4,0
0.78,-8.32,5.37,127.15,-0.00636,-0.00487,1989.667,2062.667,1705.067,1181,0
0.8,-17.27,5.03,127.25,-0.00454,-0.00487,1981.867,2069.367,1711.767,1178.5,0
0.82,-26.01,4.51,127.34,-0.00091,0.005848,1988.367,2061.367,1718.367,1176.1,0
0.84,-34.54,3.82,127.42,0.004541,0.017545,1953.267,2054.667,1711.767,1178.5,0
0.86,-41.61,2.98,127.48,-0.00545,0.008772,1937.667,2009.567,1654.067,1173.7,0
0.88,-47.65,2.03,127.52,0.003633,0.018519,1941.467,1999.067,1673.167,1161.5,0
0.9,-51.39,1,127.54,-0.00999,0.001949,1949.267,2036.267,1680.667,1164,0
0.92,-52.02,-0.04,127.54,0.001816,-0.00975,1963.567,2050.867,1652.267,1164,0
0.94,-51.81,-1.07,127.51,-0.00182,-0.00097,1928.567,2014.967,1674.067,1166.4,0
0.96,-49.73,-2.07,127.47,-0.00636,0.007798,1942.867,2014.967,1645.567,1166.4,0
0.98,-42.86,-2.93,127.41,0.001816,0.015595,1936.367,2008.267,1653.167,1168.8,0
1,-32.88,-3.58,127.34,0.000908,0.002924,1922.067,2008.267,1667.367,1168.8,0
1.02,-23.72,-4.06,127.26,-0.00363,-0.01072,1858.467,1972.367,1589.667,1171.3,0
1.04,-15.4,-4.37,127.17,-0.0109,-0.00585,1851.967,1936.467,1568.767,1173.7,0
1.06,-8.74,-4.54,127.08,-0.00363,-0.00585,1794.867,1892.567,1526.167,1173.7,0
1.08,-3.75,-4.62,126.99,0,0.000975,1688.367,1724.967,1405.867,1176.1,0
1.1,-0.21,-4.62,126.9,0.003633,0.006823,1516.967,1564.067,1263.867,1176.1,0
1.12,1.46,-4.59,126.81,0.001816,0.007798,1353.467,1411.167,1129.267,1178.5,0
1.14,2.7,-4.54,126.72,-0.00363,-0.00195,1196.267,1294.167,1001.467,1178.5,0
1.16,3.33,-4.47,126.63,-0.00454,-0.0039,1102.767,1139.967,908.6667,1176.1,0
1.18,4.37,-4.38,126.54,-0.00272,-0.00585,966.4667,1029.667,773.2667,1173.7,0
1.2,3.95,-4.3,126.45,-0.0109,-0.01267,871.5667,932.6667,665.3667,1166.4,0
1.22,2.08,-4.26,126.37,-0.00727,0,770.2667,843.6667,565.0667,1161.5,0
1.24,-0.42,-4.27,126.28,-0.00363,0.002924,654.6667,710.7667,478.9667,1156.7,0
1.26,-2.91,-4.33,126.2,-0.00272,-0.00292,596.1667,636.3667,435.4667,1151.8,0
1.28,-4.16,-4.41,126.11,0,-0.00195,545.5667,569.8667,385.2667,1149.4,0
1.3,-6.24,-4.54,126.02,0,0.005848,494.8667,503.4667,320.8667,1147,0
1.32,-12.69,-4.79,125.92,-0.00182,0.002924,389.7667,424.8667,229.8667,1154.3,0
1.34,-27.26,-5.33,125.81,-0.00727,0.000975,297.5667,345.0667,123.7667,1156.7,0
1.36,-47.44,-6.28,125.69,-0.00454,-0.0039,163.8667,237.2667,18.5667,1164,0
1.38,-70.12,-7.69,125.54,0.019073,0.007798,95.1667,137.4667,-79.1333,1173.7,0
1.4,-91.34,-9.51,125.35,-0.01362,0.04776,-15.1333,24.2667,-175.933,1188.3,0
1.42,-109.24,-11.7,125.11,-0.01544,0.011696,-233.133,-169.933,-365.433,1200.4,0
1.44,-122.76,-14.15,124.83,-0.01544,-0.0078,-257.733,-166.133,-362.833,1215,0
1.46,-131.08,-16.77,124.49,0.01544,-0.00877,-249.933,-187.433,-326.833,1217.4,0
1.48,-135.87,-19.49,124.1,-0.02634,0.032165,-255.033,-148.933,-403.633,1224.7,0
1.5,-136.91,-22.23,123.66,-0.08447,0.013646,-297.933,-192.833,-446.233,1224.7,0
1.52,-134.41,-24.92,123.16,0.047228,0.001949,-318.633,-184.933,-424.533,1227.1,0
1.54,-129.84,-27.52,122.61,0.020889,-0.04386,-360.133,-256.733,-409.433,1232,0
1.56,-123.8,-29.99,122.01,-0.04723,-0.03119,-409.533,-278.033,-373.433,1234.4,0
1.58,-117.98,-32.35,121.36,-0.06358,0.008772,-400.333,-298.133,-492.833,1241.7,0
1.6,-114.02,-34.63,120.67,-0.0436,-0.02047,-400.333,-298.133,-507.033,1241.7,0
1.62,-111.32,-36.86,119.93,-0.33242,0.189092,-392.533,-407.133,-513.733,1244.1,0
1.64,-109.03,-39.04,119.15,-0.12897,0.140357,-519.733,-332.733,-484.433,1249,0
1.66,-105.28,-41.14,118.33,0.003633,-0.02924,-511.933,-412.533,-491.133,1251.4,0
1.68,-95.3,-43.05,117.47,0.03633,-0.03217,-511.933,-456.433,-505.333,1251.4,0
1.7,-78.65,-44.62,116.58,0.037238,-0.01462,-539.133,-411.233,-632.233,1256.3,0
1.72,-58.05,-45.78,115.66,0.021798,-0.16375,-580.633,-483.133,-560.333,1261.1,0
1.74,-36.83,-46.52,114.73,0.19618,-0.18519,-571.533,-547.033,-580.333,1268.4,0
1.76,-17.69,-46.87,113.79,-0.11625,0.103318,-638.933,-587.133,-549.233,1283,0
1.78,-3.12,-46.94,112.85,0.068118,-0.03801,-694.733,-337.233,-704.633,1287.8,0
1.8,8.32,-46.77,111.92,-0.01998,0.001949,-515.533,-592.533,-583.433,1290.3,0
1.82,14.98,-46.47,110.99,-0.00999,0.046786,-501.233,-563.233,-555.033,1290.3,0
1.84,18.93,-46.09,110.07,0.098998,-0.20176,-415.533,-694.933,-427.133,1290.3,0
1.86,20.81,-45.68,109.15,-0.03179,-0.02534,-444.133,-592.533,-412.933,1290.3,0
1.88,21.64,-45.24,108.25,-0.27156,-0.12184,-471.333,-503.433,-525.733,1295.1,0
1.9,20.6,-44.83,107.35,0.187097,0.083824,-449.233,-685.633,-361.933,1297.6,0
1.92,20.81,-44.41,106.46,0.098998,-0.02924,-476.533,-479.633,-503.133,1302.4,0
1.94,22.47,-43.97,105.58,-0.01544,-0.12476,-397.233,-603.333,-467.133,1304.8,0
1.96,24.14,-43.48,104.71,0.191638,0.035089,-418.033,-536.833,-431.133,1307.3,0
1.98,24.34,-43,103.85,-0.01272,0.139382,-395.933,-558.133,-423.633,1309.7,0
2,22.68,-42.54,103,-0.08537,0.087723,-366.033,-644.633,-479.533,1314.6,0
2.02,17.89,-42.18,102.16,0.100814,-0.26804,-437.433,-600.733,-394.333,1314.6,0
2.04,8.74,-42.01,101.32,0.091732,0.079925,-423.133,-586.133,-465.333,1314.6,0
2.06,-1.87,-42.05,100.48,0.083558,-0.05751,-416.633,-520.933,-529.733,1312.1,0
2.08,-13.11,-42.31,99.63,0.165299,0.018519,-416.633,-623.333,-444.533,1312.1,0
2.1,-22.89,-42.77,98.78,0.007266,0.021443,-530.933,-506.333,-401.833,1312.1,0
2.12,-30.79,-43.38,97.91,0.111713,0.019494,-430.933,-550.233,-444.533,1312.1,0
2.14,-36.41,-44.11,97.03,0.068118,-0.08382,-529.633,-548.933,-472.033,1317,0
2.16,-39.95,-44.91,96.13,0.089007,-0.35382,-550.333,-555.633,-436.033,1319.4,0
2.18,-41.41,-45.74,95.21,-0.24704,-0.01462,-563.333,-525.133,-520.433,1324.3,0
2.2,-42.24,-46.58,94.28,-0.18619,-0.11014,-569.833,-531.733,-498.633,1326.7,0
2.22,-42.24,-47.43,93.33,0.112622,-0.03411,-633.433,-567.733,-391.633,1329.1,0
2.24,-41.61,-48.26,92.37,0.108989,-0.00195,-660.633,-610.333,-333.933,1334,0
2.26,-40.57,-49.07,91.39,-0.13079,0.133534,-594.333,-557.233,-538.633,1341.3,0
2.28,-38.08,-49.83,90.39,-0.0554,0.013646,-715.133,-578.533,-488.433,1343.7,0
2.3,-38.7,-50.61,89.38,0.494082,0.108192,-699.433,-664.933,-430.733,1348.6,0
2.32,-36.62,-51.34,88.35,0.054494,0.023393,-634.533,-657.033,-480.033,1351,0
2.34,-33.08,-52,87.31,-0.22797,0.0809,-591.633,-686.233,-494.233,1351,0
2.36,-28.09,-52.56,86.26,0.03088,-0.0156,-661.733,-685.033,-564.333,1355.9,0
2.38,-21.22,-52.99,85.2,-0.32243,-0.26804,-511.133,-779.433,-613.633,1358.3,0
2.4,-12.9,-53.25,84.14,-0.02997,-0.22223,-587.633,-814.133,-619.433,1365.6,0
2.42,-6.24,-53.37,83.07,-0.09536,-0.00195,-460.433,-873.833,-648.733,1360.7,0
2.44,-0.42,-53.38,82,0.027247,-0.35674,-453.933,-794.033,-713.033,1358.3,0
2.46,4.58,-53.29,80.94,0.079017,-0.09747,-411.133,-881.833,-642.033,1358.3,0
2.48,9.16,-53.1,79.87,-0.06812,0.146205,-431.933,-800.733,-705.533,1360.7,0
2.5,13.11,-52.84,78.82,-0.25521,0.448362,-452.633,-880.533,-612.733,1363.1,0
2.52,15.19,-52.54,77.77,0.127153,-0.04776,-481.233,-851.333,-570.133,1363.1,0
2.54,16.44,-52.21,76.72,-0.24977,0.072128,-566.933,-778.133,-499.133,1363.1,0
2.56,17.69,-51.86,75.68,0.013624,0.01657,-524.033,-778.133,-513.333,1363.1,0
2.58,19.14,-51.47,74.66,-0.0663,0.009747,-614.933,-666.533,-519.033,1370.4,0
2.6,20.81,-51.06,73.63,-0.02725,-0.10039,-577.233,-715.833,-638.533,1377.7,0
2.62,22.06,-50.62,72.62,-0.11535,-0.15595,-577.233,-788.933,-524.833,1377.7,0
2.64,22.26,-50.17,71.62,0.025431,0.037039,-513.533,-709.133,-532.433,1375.3,0
2.66,21.64,-49.74,70.62,-0.07357,0.079925,-385.033,-709.133,-660.233,1375.3,0
2.68,20.39,-49.33,69.64,0.040871,-0.10234,-442.133,-840.833,-546.633,1375.3,0
2.7,18.73,-48.95,68.66,-0.02452,0.053609,-405.833,-774.333,-610.133,1377.7,0
2.72,16.44,-48.63,67.69,0.001816,-0.01365,-429.233,-754.333,-618.533,1370.4,0
2.74,13.94,-48.35,66.72,-0.03088,0.006823,-438.333,-748.933,-570.133,1363.1,0
2.76,12.48,-48.1,65.76,-0.04904,-0.04581,-468.233,-735.533,-500.033,1358.3,0
2.78,12.07,-47.86,64.8,0.056311,0.037039,-469.633,-751.433,-458.233,1353.4,0
2.8,11.44,-47.63,63.85,-0.05086,0.061406,-491.733,-774.033,-451.633,1351,0
2.82,10.82,-47.41,62.9,-0.0218,0.050684,-528.033,-723.533,-416.533,1348.6,0
2.84,9.99,-47.21,61.95,-0.0327,0.040937,-485.233,-782.033,-416.533,1348.6,0
2.86,9.78,-47.02,61.01,0.052678,0.083824,-500.833,-739.333,-389.033,1343.7,0
2.88,10.4,-46.81,60.08,0.009082,0.03314,-557.933,-797.933,-317.933,1343.7,0
2.9,10.82,-46.59,59.15,0.009991,-0.02047,-545.033,-740.633,-290.433,1338.9,0
2.92,10.61,-46.38,58.22,-0.01544,-0.04874,-560.633,-698.033,-277.133,1334,0
2.94,10.61,-46.17,57.3,0.002725,0.028266,-546.333,-741.933,-305.533,1334,0
2.96,11.03,-45.95,56.38,-0.0109,0.023393,-554.133,-691.333,-298.833,1331.6,0
2.98,12.48,-45.7,55.46,-0.00908,0.007798,-526.933,-692.633,-285.533,1326.7,0
3,14.98,-45.4,54.55,-0.01635,0.032165,-533.433,-713.933,-306.433,1329.1,0
3.02,17.89,-45.04,53.65,-0.00272,-0.06238,-506.133,-729.833,-307.333,1324.3,0
3.04,21.22,-44.61,52.76,0.011807,-0.03899,-521.833,-687.233,-308.233,1319.4,0
3.06,24.97,-44.12,51.88,0.021798,-0.03411,-480.333,-659.233,-294.833,1314.6,0
3.08,28.71,-43.54,51.01,-0.02089,-0.01072,-445.233,-681.833,-316.633,1312.1,0
3.1,32.04,-42.9,50.15,-0.01181,0.063356,-424.533,-645.933,-324.133,1309.7,0
3.12,34.96,-42.2,49.31,-0.01181,-0.02047,-423.133,-630.033,-351.733,1314.6,0
3.14,37.66,-41.45,48.48,0.000908,-0.00292,-473.833,-594.133,-330.833,1312.1,0
3.16,41.2,-40.62,47.67,-0.0218,-0.00682,-445.233,-579.433,-330.833,1312.1,0
3.18,44.94,-39.72,46.87,0.009991,-0.03996,-424.533,-558.133,-338.433,1309.7,0
3.2,48.06,-38.76,46.1,0.010899,0.023393,-445.233,-535.633,-359.233,1312.1,0
3.22,50.56,-37.75,45.34,0.011807,0.03314,-410.233,-499.633,-366.833,1309.7,0
3.24,53.06,-36.69,44.61,-0.02543,0.015595,-438.733,-485.033,-366.833,1309.7,0
3.26,54.93,-35.59,43.89,0.009082,-0.00097,-440.133,-471.633,-325.033,1304.8,0
3.28,56.8,-34.46,43.21,0.018165,0.018519,-427.133,-429.033,-269.133,1300,0
3.3,58.05,-33.3,42.54,0.011807,0.002924,-412.833,-443.733,-254.933,1300,0
3.32,59.51,-32.11,41.9,0.027247,-0.00487,-406.433,-407.733,-262.433,1297.6,0
3.34,60.55,-30.89,41.28,-0.02816,-0.04679,-406.433,-393.133,-276.633,1297.6,0
3.36,61.17,-29.67,40.69,-0.00636,0.003899,-441.433,-355.933,-226.533,1300,0
3.38,61.59,-28.44,40.12,0.012715,-0.00292,-363.533,-407.733,-205.633,1297.6,0
3.4,61.59,-27.21,39.57,0.017257,-0.0156,-364.933,-467.533,-135.533,1292.7,0
3.42,61.38,-25.98,39.05,0.001816,0.020469,-259.733,-447.533,-143.933,1285.4,0
3.44,61.59,-24.75,38.56,0.004541,0.024368,-261.133,-419.533,-173.233,1280.6,0
3.46,62.21,-23.5,38.09,0.026339,0.029241,-246.833,-419.533,-215.833,1280.6,0
3.48,63.05,-22.24,37.64,0.010899,0.010722,-241.733,-384.933,-224.333,1273.3,0
3.5,62.63,-20.99,37.22,0.001816,0.020469,-214.433,-400.833,-225.133,1268.4,0
3.52,62,-19.75,36.83,-0.01635,0.002924,-166.433,-395.433,-205.233,1261.1,0
3.54,63.05,-18.49,36.46,0.007266,0.014621,-124.933,-396.633,-234.533,1256.3,0
3.56,63.25,-17.22,36.11,-0.06539,-0.00097,-147.033,-331.433,-298.833,1253.8,0
3.58,63.88,-15.95,35.8,-0.01635,-0.01072,-204.133,-258.333,-284.633,1253.8,0
3.6,64.29,-14.66,35.5,-0.01453,-0.02144,-240.533,-193.133,-306.433,1251.4,0
3.62,65.13,-13.36,35.24,-0.00454,-0.0039,-214.633,-224.933,-222.933,1241.7,0
3.64,66.37,-12.03,34.99,-0.06721,-0.02047,-222.433,-291.433,-173.633,1239.3,0
3.66,66.79,-10.69,34.78,-0.02997,-0.00975,-193.933,-218.333,-258.933,1239.3,0
3.68,67.83,-9.34,34.59,-0.03905,0.03119,-144.533,-226.233,-309.033,1236.8,0
3.7,68.66,-7.96,34.43,-0.01181,-0.0117,-166.633,-204.933,-288.233,1234.4,0
3.72,64.09,-6.68,34.3,0.006358,0.002924,-153.733,-308.633,-147.033,1229.5,0
3.74,53.89,-5.61,34.19,-0.09536,0.188117,-196.533,-162.333,-246.433,1229.5,0
3.76,40.16,-4.8,34.09,0.043595,0.090647,-232.933,-155.633,-239.833,1227.1,0
3.78,28.09,-4.24,34.01,0.019073,0.020469,-177.133,-215.433,-240.733,1222.3,0
3.8,18.1,-3.88,33.93,0.019073,-0.05653,-213.533,-18.6333,-305.033,1219.8,0
3.82,10.82,-3.66,33.86,0.013624,-0.06238,-72.0333,-78.4333,-135.533,1215,0
