time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-37.07,4.86,188.4,0.087,-0.296,2304.8,2173.8,2383.4,1166.6,0
0.02,-39.12,4.08,188.48,-0.343,-0.19,2093.9,2474.9,2162.2,1172.2,0
0.04,-45.56,3.16,188.54,-0.054,-0.225,1974.2,2296.2,2303.5,1194.8,0
0.06,-51.71,2.13,188.58,-0.186,-0.095,2324.6,2194.7,2375.4,1169.4,0
0.08,-56.1,1.01,188.6,0.186,-0.285,2280.7,2236.4,2388.8,1175,0
0.1,-61.95,-0.23,188.6,0.033,0.016,2260.9,2186.7,2367.5,1172.2,0
0.12,-68.1,-1.59,188.57,0,0.202,2233.1,2186.7,2367.5,1172.2,0
0.14,-71.32,-3.02,188.51,-0.124,-0.17,1918.5,2382.7,2039.6,1194.8,0
0.16,-70.44,-4.43,188.42,-0.066,0,1858.6,2293.3,2095.6,1206.1,0
0.18,-63.12,-5.69,188.31,-0.169,0,2006.2,2299.1,2335.5,1183.5,0
0.2,-51.71,-6.72,188.17,-0.025,-0.142,1902.5,2280.3,2023.6,1200.5,0
0.22,-35.9,-7.44,188.02,0.099,-0.043,1811,2243.6,2015.6,1203.3,0
0.24,-19.22,-7.83,187.87,0.037,-0.004,2018,2110.3,2231.5,1189.2,0
0.26,-5.75,-7.94,187.71,0.008,-0.095,2288.8,2100.3,2250.2,1172.2,0
0.28,4.49,-7.85,187.55,-0.198,-0.016,2050.1,2055.6,1999.7,1177.9,0
0.3,10.93,-7.63,187.4,-0.017,0.04,1791.6,1730.7,1757.1,1180.7,0
0.32,9.76,-7.44,187.25,-0.132,0.123,1680.2,1586.6,1639.9,1180.7,0
0.34,5.37,-7.33,187.1,0.099,0.028,1313.8,1585.8,1258.7,1211.8,0
0.36,0.1,-7.33,186.96,0.103,-0.083,1242.1,1483.5,1242.7,1217.4,0
0.38,-3.12,-7.39,186.81,-0.231,0.103,1349.6,1449.6,1325.4,1208.9,0
0.4,-8.39,-7.56,186.66,-0.05,-0.063,1154.4,1451.8,1240.1,1228.7,0
0.42,-11.9,-7.8,186.5,-0.182,-0.047,1138.4,1291.8,1194.8,1234.4,0
0.44,-11.02,-8.02,186.34,-0.182,-0.055,1329.4,1142.7,1394.7,1225.9,0
