time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-51.86,38.01,103.26,-0.041,1.12,5979,5744.2,6049.6,1035.6,0
0.02,-56.86,36.88,104,-0.679,-0.37,6022.1,5830.6,6153.2,1035.6,0
0.04,-62.05,35.63,104.71,1.222,-0.28,6171.7,5966.3,6055.9,1038.5,0
0.06,-68.44,34.27,105.4,-0.169,-0.025,5991.1,5929.2,6003,1041.5,0
0.08,-75.03,32.77,106.05,0.551,-0.015,6115.8,5982.3,6191.1,1053.2,0
0.1,-80.03,31.16,106.67,0.165,-0.09,6052.3,5774.6,6081.1,1050.3,0
0.12,-85.62,29.45,107.26,0.477,-0.065,5875.4,5683.7,5943.5,1062,0
0.14,-89.81,27.66,107.82,0.074,0.835,5818,5568.5,5795.5,1062,0
0.16,-91.81,25.82,108.33,-0.687,1.645,5672.1,5465.5,5778.5,1067.9,0
0.18,-92.01,23.98,108.81,-0.107,-0.12,5606.4,5428.3,5710.8,1070.9,0
0.2,-90.41,22.17,109.26,-0.802,1.085,5696.3,5475.4,5685.3,1079.7,0
0.22,-86.42,20.44,109.66,0.412,-0.445,5747.7,5598.9,5767.8,1076.8,0
0.24,-83.62,18.77,110.04,0.412,-0.12,5914,5794.4,5924.4,1073.8,0
0.26,-79.23,17.19,110.38,-0.337,-0.29,5870.9,5650.4,5909.6,1073.8,0
0.28,-74.83,15.69,110.7,0.214,-0.06,5914,5679.2,5968.8,1073.8,0
0.3,-70.44,14.28,110.98,0.329,-0.415,6059.8,5854.3,6045,1067.9,0
0.32,-66.84,12.94,111.24,0.63,-0.255,6037.2,5846,6169.7,1070.9,0
0.34,-63.25,11.68,111.48,-0.021,-0.185,6111.2,5891.4,6171.9,1065,0
0.36,-59.25,10.49,111.69,-0.494,0.16,6088.6,5897.5,6148.6,1067.9,0
0.38,-55.26,9.39,111.87,0.321,-0.03,5998.6,5893.7,6040.8,1059.1,0
0.4,-51.06,8.37,112.04,0.021,0.165,6105.2,5942.9,6062,1062,0
0.42,-45.47,7.46,112.19,-0.23,-0.48,6142.2,5879.3,6159.3,1059.1,0
0.44,-40.28,6.65,112.32,0.267,-0.04,6162.6,5957.3,6254.4,1062,0
0.46,-34.69,5.96,112.44,-0.864,0.435,6300.2,6008.9,6277.7,1059.1,0
0.48,-28.29,5.39,112.55,0.025,-0.315,6331.2,6039.9,6383.5,1053.2,0
0.5,-21.7,4.96,112.65,0.432,0.115,6419.6,6243.8,6489.3,1047.3,0
0.52,-16.11,4.64,112.74,0.844,-0.29,6405.3,6243.8,6474.5,1047.3,0
0.54,-10.32,4.43,112.83,-0.111,-0.275,6559.5,6383.9,6514.8,1038.5,0
0.56,-5.52,4.32,112.92,-0.021,0.14,6508.1,6361.2,6491.5,1041.5,0
0.58,-1.73,4.29,113,-0.317,0.025,6616.9,6369.5,6692.5,1038.5,0
0.6,-0.13,4.28,113.09,0.148,-0.2,6616.9,6398.3,6707.3,1038.5,0
0.62,0.47,4.29,113.17,-0.16,-0.08,6697,6478.7,6745.4,1035.6,0
0.64,0.27,4.3,113.26,-0.07,-0.53,6610.8,6406.7,6671.4,1035.6,0
0.66,-1.53,4.27,113.35,-0.128,0.09,6567.8,6334.7,6597.3,1035.6,0
0.68,-3.13,4.2,113.43,-0.115,0.305,6493.7,6260.4,6595.2,1041.5,0
0.7,-3.53,4.13,113.51,-0.016,0.035,6430.2,6268.7,6500,1038.5,0
0.72,-4.72,4.04,113.59,-0.177,0.205,6290.4,6157.4,6356.1,1047.3,0
0.74,-5.92,3.92,113.67,0.144,0.505,6493.7,6246,6521.1,1041.5,0
0.76,-8.12,3.76,113.75,-0.42,0.455,6452.9,6205.1,6508.5,1035.6,0
0.78,-10.52,3.55,113.82,0.012,0.2,6504.3,6271,6576.2,1032.6,0
0.8,-12.91,3.29,113.88,-0.041,-0.13,6395.4,6190.7,6478.9,1035.6,0
0.82,-16.71,2.96,113.94,-0.029,-0.125,6527,6250.5,6569.9,1029.7,0
0.84,-21.9,2.52,113.99,-0.049,-0.025,6496,6277.1,6538.1,1035.6,0
0.86,-26.5,1.99,114.03,-0.021,-0.01,6200.4,6052.7,6203.9,1038.5,0
0.88,-32.09,1.35,114.06,-0.066,0,6214.8,5951.9,6218.7,1038.5,0
0.9,-36.48,0.62,114.07,-0.029,-0.08,6198.2,5949.7,6246.1,1044.4,0
0.92,-38.08,-0.15,114.07,0.119,-0.25,6192.1,5943.6,6195.4,1041.5,0
0.94,-35.48,-0.86,114.05,0.115,0.105,6106,5886,6151,1041.5,0
0.96,-28.89,-1.43,114.02,0.16,-0.115,5974.5,5710.9,5971.2,1047.3,0
0.98,-20.7,-1.85,113.99,0.066,-0.115,5904.9,5655.6,5958.5,1041.5,0
1,-10.72,-2.06,113.94,0.148,-0.275,5919.3,5742,5958.5,1041.5,0
1.02,-2.13,-2.1,113.9,-0.235,0.08,5956.3,5793.5,5967,1038.5,0
1.04,3.67,-2.03,113.86,0.045,0.02,6042.5,5793.5,6055.9,1038.5,0
1.06,5.86,-1.91,113.82,-0.123,-0.135,6019.8,5770.8,6047.4,1041.5,0
1.08,4.86,-1.82,113.79,-0.148,0.095,6013.8,5721.5,5967,1038.5,0
1.1,1.27,-1.79,113.75,-0.119,0.02,5847.5,5612.4,5854.9,1041.5,0
1.12,-3.73,-1.87,113.71,-0.053,-0.035,5784,5534.3,5759.8,1038.5,0
1.14,-8.92,-2.04,113.67,0.012,-0.22,5632.1,5367.6,5677.3,1041.5,0
1.16,-12.91,-2.3,113.63,-0.407,0.01,5517.2,5310,5514.4,1041.5,0
1.18,-14.71,-2.6,113.58,0.029,0.09,5328.2,5077.3,5275.4,1047.3,0
1.2,-14.31,-2.88,113.52,-0.16,0.1,5174.1,5009.1,5190.7,1056.2,0
1.22,-11.32,-3.11,113.46,-0.053,-0.095,5145.3,4908.3,5131.4,1056.2,0
1.24,-7.52,-3.26,113.39,-0.062,0.05,4970.7,4747.7,4922,1062,0
1.26,-2.73,-3.31,113.32,0.115,-0.09,4775.7,4523.3,4750.7,1065,0
1.28,1.47,-3.28,113.26,0.016,0.115,4615.5,4391.5,4585.6,1070.9,0
