time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-47.489,0,0,0,0,11436.1,11040.5,11830.6,36.3,0
0.2,-46.891,0,0,0,0,11235.9,11046.6,11681.1,39.3,0
0.4,-44.297,0,0,0,0,10608.3,10499.2,11080.7,42.3,0
0.6,-37.911,0,0,0,0,9879.1,9609.6,10061.1,24.2,0
0.8,-30.329,0,0,0,0,8782.5,8526.3,8942.3,21.2,0
1,-25.341,0,0,0,0,7085.3,6982.7,7149.7,27.2,0
1.2,-31.925,0,0,0,0,5357.5,5243.9,5230.7,18.1,0
1.4,-32.325,0,0,0,0,5245.7,5115.4,5067.2,21.2,0
1.6,-25.54,0,0,0,0,6870.3,6764.5,6958,30.2,0
1.8,-20.153,0,0,0,0,7737.2,7629.5,7786.3,36.3,0
2,-20.352,0,0,0,0,6296.6,6107.1,6224.7,45.4,0
2.2,-25.141,0,0,0,0,5150.7,4958.6,4832.2,54.4,0
2.4,-26.937,0,0,0,0,6034.9,6065.7,5818.6,54.4,0
2.6,-25.939,0,0,0,0,7210.3,7199.2,7140.7,45.4,0
2.8,-24.343,0,0,0,0,6980.6,6921.1,6723.5,48.4,0
3,-24.543,0,0,0,0,5831.2,5754.2,5539.8,48.4,0
3.2,-21.749,0,0,0,0,5848.4,5741.9,5571,42.3,0
3.4,-18.956,0,0,0,0,6903.3,6872.7,6735,39.3,0
3.6,-7.1832,0,0,0,0,7313.4,7318.9,7154.8,45.4,0
3.8,9.17857,0,0,0,0,7234.7,7253.7,6965.5,57.4,0
4,22.3478,0,0,0,0,7184.4,7112.9,6960,54.4,0
4.2,34.1203,0,0,0,0,7655.9,7606.6,7509.6,54.4,0
4.4,45.2943,0,0,0,0,8236.8,8330.8,8078.8,57.4,0
4.6,50.8812,0,0,0,0,8489.8,8423.3,8321.3,51.4,0
4.8,48.2873,0,0,0,0,8071.1,8043.1,7864.9,48.4,0
5,43.8975,0,0,0,0,9170.2,9159,9113.5,45.4,0
5.2,40.3059,0,0,0,0,10354.2,10420.9,10500.5,33.3,0
5.4,32.5241,0,0,0,0,13372.6,13440.2,13639.8,39.3,0
5.6,29.3315,0,0,0,0,14996.2,15028.7,15291.6,33.3,0
5.8,20.153,0,0,0,0,13628.2,13610.1,13899.5,27.2,0
6,14.566,0,0,0,0,12063.6,12081.5,12233.7,33.3,0
6.2,10.5753,0,0,0,0,12495.6,12459.9,12771.2,57.4,0
6.4,2.59394,0,0,0,0,14071.9,13984.8,14359.5,93.7,0
6.6,-0.1995,0,0,0,0,13687.3,13668.8,13989.7,114.9,0
6.8,0.99767,0,0,0,0,12490.5,12454.5,12737,69.5,0
7,-8.3804,0,0,0,0,11603.8,11509.4,11789.9,75.6,0
7.2,-19.953,0,0,0,0,11154.1,11037.7,11428.5,93.7,0
7.4,-23.745,0,0,0,0,11824.8,11703.9,12198.5,75.6,0
7.6,-27.137,0,0,0,0,12100.2,11953.9,12464.2,51.4,0
7.8,-35.118,0,0,0,0,11374.6,11082.7,11728.9,42.3,0
8,-61.856,0,0,0,0,10378.6,10161.3,10705.8,45.4,0
8.2,-58.464,0,0,0,0,10024.9,9862.1,10564.9,45.4,0
8.4,-51.48,0,0,0,0,10968.1,10744.7,11424.5,45.4,0
8.6,-50.283,0,0,0,0,11530.6,11300.9,12005.2,39.3,0
8.8,-46.292,0,0,0,0,10819.7,10669.1,11171.3,30.2,0
9,-42.7,0,0,0,0,10179.9,9929.9,10559.8,27.2,0
9.2,-34.12,0,0,0,0,9018.3,8750.7,9294.6,21.2,0
9.4,-26.339,0,0,0,0,7710.3,7557.4,7845.7,30.2,0
9.6,-26.738,0,0,0,0,5746.8,5653.9,5715.4,21.2,0
9.8,-30.329,0,0,0,0,4871.2,4780.1,4653,18.1,0
10,-30.329,0,0,0,0,6422.1,6294.6,6360.6,27.2,0
10.2,-24.942,0,0,0,0,7739.8,7602.3,7873.9,30.2,0
10.4,-22.946,0,0,0,0,6827.1,6675.6,6788.4,45.4,0
10.6,-24.144,0,0,0,0,5201.1,5009.7,4894.1,57.4,0
10.8,-27.137,0,0,0,0,5548.6,5557.1,5311.3,54.4,0
11,-28.733,0,0,0,0,7048.2,7094.5,7013.8,45.4,0
11.2,-24.942,0,0,0,0,7168.6,7052.2,7030.9,39.3,0
11.4,-24.942,0,0,0,0,6157.9,6041.1,5782.3,42.3,0
11.6,-23.345,0,0,0,0,5610.1,5619.5,5384.8,48.4,0
11.8,-19.355,0,0,0,0,6617.3,6477.6,6264.5,36.3,0
12,-8.979,0,0,0,0,7478.1,7396.3,7228.2,39.3,0
12.2,1.1972,0,0,0,0,7296.2,7331.2,7123.6,51.4,0
12.4,18.9557,0,0,0,0,7087.3,7044.3,6782.3,57.4,0
12.6,31.3269,0,0,0,0,7466.9,7414.8,7258.9,48.4,0
12.8,41.5031,0,0,0,0,8203.7,8132.9,8034,48.4,0
13,48.2873,0,0,0,0,8569.6,8564.1,8397.3,54.4,0
13.2,50.2826,0,0,0,0,8091.9,8154,7940.9,51.4,0
13.4,48.4868,0,0,0,0,8612.8,8653,8468.3,39.3,0
13.6,42.1017,0,0,0,0,10118.4,10061.9,10105.9,33.3,0
13.8,33.9208,0,0,0,0,12411.2,12509.2,12650.9,30.2,0
14,25.9394,0,0,0,0,15278.7,15330.5,15562.3,27.2,0
14.2,24.5427,0,0,0,0,14112,14161,14389.7,33.3,0
14.4,22.3478,0,0,0,0,12192.7,12212.7,12400.3,24.2,0
14.6,9.57764,0,0,0,0,12559.6,12554.9,12791.3,45.4,0
14.8,2.19488,0,0,0,0,13529.2,13613.5,13897.5,87.7,0
15,3.79115,0,0,0,0,13954,13910,14317.3,93.7,0
15.2,0.99767,0,0,0,0,13030.7,13002.8,13294.6,81.6,0
15.4,-5.7865,0,0,0,0,11915.8,11766.4,12102.9,69.5,0
15.6,-16.362,0,0,0,0,11375.1,11247.1,11611.7,93.7,0
15.8,-21.35,0,0,0,0,11533.7,11468,11848.7,84.7,0
16,-27.536,0,0,0,0,12241.5,12052.4,12670,48.4,0
16.2,-32.923,0,0,0,0,11613.9,11355.5,11956.9,51.4,0
16.4,-55.87,0,0,0,0,10441.1,10209.7,10511,54.4,0
16.6,-57.266,0,0,0,0,10163.7,9763.5,10556.3,48.4,0
16.8,-58.863,0,0,0,0,10879.7,10819.5,11325.8,45.4,0
17,-50.682,0,0,0,0,11398,11136.4,11765.7,39.3,0
17.2,-48.287,0,0,0,0,11129.1,10803.7,11495.4,30.2,0
17.4,-40.705,0,0,0,0,10436.5,10175.4,10776.7,30.2,0
17.6,-37.712,0,0,0,0,9513.2,9103.6,9782.3,18.1,0
17.8,-33.123,0,0,0,0,8199.1,8053.7,8468.8,24.2,0
18,-22.348,0,0,0,0,6401.3,6318.3,6467.8,24.2,0
18.2,-20.352,0,0,0,0,4753.3,4585.6,4498,18.1,0
18.4,-23.745,0,0,0,0,5841.3,5690,5763.2,24.2,0
18.6,-14.965,0,0,0,0,7925.2,7700.8,8009.3,27.2,0
18.8,-11.773,0,0,0,0,7640.2,7426.2,7735.5,39.3,0
19,-9.1786,0,0,0,0,5993.3,5829,5878,48.4,0
19.2,-6.7842,0,0,0,0,5643.1,5563.2,5443.7,57.4,0
19.4,-2.7935,0,0,0,0,7387.1,7244.1,7366.1,45.4,0
19.6,-75.025,0,0,0,0,7036,6857.7,6890,39.3,0
19.8,-7.3828,0,0,0,0,5344.9,5260.5,4976.1,48.4,0
20,-6.3851,0,0,0,0,6417,6259.3,6213.6,39.3,0
20.2,-5.7865,0,0,0,0,8040.6,7952.5,8020.4,33.3,0
20.4,3.59161,0,0,0,0,7575.1,7569.7,7504.5,36.3,0
20.6,2.59394,0,0,0,0,6320,6340.3,6148.7,42.3,0
20.8,-4.9884,0,0,0,0,6146.7,6104.4,5883.5,51.4,0
