time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-10.8,7.03,107.94,0.174,-0.134,2780.7,3533.3,3471.9,1175,0
0.02,-3.78,6.96,108.08,-0.252,0.04,2788.8,3570,3479.9,1172.2,0
0.04,3.25,7.02,108.22,-0.099,0.02,2971.8,3470.6,3613.1,1166.6,0
0.06,7.64,7.18,108.36,-0.136,0.024,2871.9,3629.8,3541.2,1192,0
0.08,9.4,7.36,108.51,0.021,-0.126,2884.1,3496.5,3551.8,1177.9,0
0.1,9.4,7.55,108.66,0.132,-0.154,2995.4,3611.8,3669.1,1177.9,0
0.12,5.01,7.65,108.82,0.004,-0.063,3019.4,3577.9,3605.1,1169.4,0
0.14,-0.56,7.64,108.97,-0.004,-0.024,2919.9,3590.9,3559.8,1175,0
0.16,-3.19,7.58,109.12,0.021,-0.028,2927.9,3598.8,3567.8,1172.2,0
0.18,-6.12,7.45,109.27,-0.062,-0.051,2856.2,3554.2,3581.2,1177.9,0
0.2,-7.29,7.31,109.41,-0.083,-0.04,2955.8,3541.2,3685.1,1172.2,0
0.22,-7.87,7.15,109.56,-0.012,-0.032,2776.5,3588,3469.2,1186.3,0
0.24,-7.58,7,109.7,-0.066,-0.055,2780.7,3418,3530.5,1175,0
0.26,-6.41,6.87,109.84,-0.021,-0.032,3011.4,3656.5,3685.1,1172.2,0
0.28,-11.39,6.64,109.97,-0.099,0.02,2748.7,3501.5,3469.2,1186.3,0
0.3,-18.12,6.28,110.09,0.05,-0.103,2955.8,3454.7,3685.1,1172.2,0
0.32,-22.51,5.83,110.21,-0.004,-0.071,2860,3588,3645.1,1186.3,0
0.34,-26.02,5.31,110.32,-0.062,0.008,2836.4,3446.8,3589.2,1175,0
0.36,-34.22,4.63,110.41,0.079,-0.051,2935.9,3433.9,3722.4,1169.4,0
0.38,-40.66,3.81,110.49,0.008,-0.047,2613.8,3360.4,3354.6,1175,0
0.4,-45.63,2.9,110.54,0.029,-0.134,2781.2,3300.6,3527.9,1155.3,0
0.42,-45.05,2,110.58,-0.008,-0.119,2888.7,3410.8,3639.8,1146.8,0
