time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,57.21,-11.56,29.37,-0.239,0.225,8026.9,8192.7,7963.5,48.4,0
0.02,57.41,-10.41,29.16,0.465,-0.11,7942,8121.4,7853.3,57.4,0
0.04,56.61,-9.28,28.98,0.08,0.155,8041.6,8073,7864.9,48.4,0
0.06,56.21,-8.15,28.81,-0.347,0.015,7935.9,8055.4,7819.6,54.4,0
0.08,56.01,-7.03,28.67,-0.127,0.08,7950.7,8070.4,7805.5,54.4,0
0.1,54.01,-5.95,28.55,0.117,-0.19,7915.1,8094.1,7898.6,51.4,0
0.12,55.01,-4.85,28.46,0.338,-0.155,7870.9,8094.1,7842.2,51.4,0
0.14,54.81,-3.75,28.38,-0.052,0.035,7889.2,8112.6,7774.3,60.5,0
0.16,54.61,-2.66,28.33,-0.155,0.03,7974,8109.1,7799.9,51.4,0
0.18,54.61,-1.57,28.3,0.192,-0.145,7991.3,8096.8,7859.3,45.4,0
0.2,54.21,-0.49,28.29,-0.052,0.405,7897.8,8106.4,7782.8,57.4,0
0.22,54.61,0.61,28.3,0.08,-0.08,7991.3,8186.6,7986.1,45.4,0
0.24,53.81,1.68,28.33,-0.033,0.14,7980.1,8264.8,7932.3,54.4,0
0.26,53.61,2.76,28.39,-0.08,-0.01,8109.2,8246.4,8028.4,45.4,0
0.28,53.22,3.82,28.46,-0.019,0.115,8109.2,8246.4,7972.1,45.4,0
0.3,51.42,4.85,28.56,0.056,0.02,8068.6,8309.7,8073.2,54.4,0
0.32,50.22,5.85,28.68,0,0.12,8197.6,8336.2,8169.3,45.4,0
0.34,48.43,6.82,28.81,0.141,-0.005,8106.7,8333.5,8081.8,51.4,0
0.36,48.03,7.78,28.97,0.178,-0.05,8212.4,8336.2,8197.5,45.4,0
0.38,47.23,8.73,29.14,-0.164,-0.04,8227.1,8336.2,8155.2,45.4,0
0.4,47.23,9.67,29.34,0.282,-0.145,8418.7,8605.4,8437.1,45.4,0
0.42,47.23,10.62,29.55,-0.042,-0.12,8589.4,8719,8600.6,42.3,0
0.44,46.23,11.54,29.78,-0.066,0.045,8896.3,9090.3,8879.4,48.4,0
0.46,46.63,12.47,30.03,0.117,0.02,9128.6,9341.1,9229.2,39.3,0
0.48,47.23,13.42,30.3,0.268,0.07,9243.9,9473.1,9282.6,45.4,0
0.5,46.23,14.34,30.59,0.286,-0.065,9467.5,9640.3,9595.6,39.3,0
0.52,45.83,15.26,30.89,0.239,-0.03,9576.7,9855.9,9727.9,42.3,0
0.54,45.03,16.16,31.21,-0.202,-0.03,9818.6,10041.6,9874.4,45.4,0
0.56,44.84,17.06,31.55,-0.254,0.145,10012.7,10149,10074.7,39.3,0
0.58,42.84,17.91,31.91,-0.047,-0.09,10130.6,10328.5,10272,39.3,0
0.6,41.84,18.75,32.29,-0.089,-0.025,10260.7,10520.3,10409.9,45.4,0
0.62,40.65,19.56,32.68,0.113,0.02,10528.5,10777.3,10737,39.3,0
0.64,39.45,20.35,33.09,0.174,-0.025,10702.8,11043.9,10889,45.4,0
0.66,40.45,21.16,33.51,-0.089,-0.01,10949.8,11205,11168.3,36.3,0
0.68,41.04,21.98,33.95,0.225,0.14,11141.3,11444.4,11407.8,36.3,0
0.7,42.24,22.83,34.41,0.028,0.015,11436.1,11683.7,11746,36.3,0
0.72,42.64,23.68,34.88,0.432,-0.26,11675.4,12001.4,11931.8,45.4,0
0.74,42.84,24.54,35.37,0.263,0.36,11881.7,12270.7,12157.2,45.4,0
0.76,43.24,25.4,35.88,-0.141,-0.18,11990,12291,12304.2,33.3,0
0.78,41.84,26.24,36.4,0.113,-0.105,12008.3,12369.3,12320.8,42.3,0
0.8,40.05,27.04,36.94,0.023,0.07,11907.6,12177.4,12267.4,36.3,0
0.82,38.65,27.81,37.5,-0.357,-0.065,11916.3,12156.3,12191.4,33.3,0
0.84,36.26,28.54,38.07,-0.207,0.115,11819.2,12102.6,12070.1,36.3,0
0.86,35.46,29.25,38.66,0.075,-0.035,11722.2,12034,12005.2,39.3,0
0.88,34.26,29.93,39.25,-0.005,0.42,11648.5,11959.2,11836.1,39.3,0
0.9,33.66,30.6,39.87,0.075,-0.115,11592.1,11842.2,11796.9,33.3,0
0.92,33.86,31.28,40.49,0.089,0.035,11562.6,11722.5,11782.8,33.3,0
0.94,34.26,31.97,41.13,0.113,-0.15,11448.3,11726,11644.4,42.3,0
0.96,35.06,32.67,41.78,-0.202,0.055,11415.2,11587.8,11627.8,33.3,0
0.98,36.45,33.4,42.45,0.324,0.11,11183,11531.5,11418.9,42.3,0
1,35.66,34.11,43.13,0.042,0.29,11179.5,11453.2,11430.5,33.3,0
1.02,34.66,34.8,43.83,0.282,0.025,11141.3,11324.7,11393.8,36.3,0
1.04,33.86,35.48,44.54,-0.31,0.09,10923.9,11148.7,11128.5,45.4,0
1.06,31.47,36.11,45.26,0.418,-0.295,10779,10986.8,10976.5,39.3,0
1.08,30.27,36.71,46,-0.296,0.125,10486.8,10660.3,10697.7,33.3,0
1.1,28.07,37.28,46.74,0.385,-0.05,10275.5,10490.4,10409.9,45.4,0
1.12,26.88,37.81,47.5,-0.094,0.035,10071.7,10238.8,10257.9,39.3,0
1.14,24.88,38.31,48.26,0.192,0.19,10021.4,10142.8,10210.1,36.3,0
1.16,24.68,38.8,49.04,-0.089,0.04,9877.6,10161.3,10043.5,45.4,0
1.18,24.88,39.3,49.83,0.554,0.075,9865.4,10044.3,9990.1,39.3,0
1.2,24.28,39.79,50.62,-0.648,0.035,9818.6,10116.4,9902.6,45.4,0
1.22,24.28,40.27,51.43,-0.066,0.215,9880.1,10029.3,10046.5,39.3,0
1.24,25.48,40.78,52.24,0.62,-0.03,9836.9,10075,10017.8,54.4,0
1.26,25.68,41.3,53.07,-0.225,-0.475,9974.6,10095.3,10164.8,42.3,0
1.28,25.88,41.81,53.91,-0.258,-0.185,9913.1,10122.6,10105.4,48.4,0
