time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-55.48,33.46,158.27,-0.609,-0.725,3326.6,3145.9,3396.4,1038.5,0
0.02,-57.07,32.32,158.92,0.407,1.65,3253.3,3158.7,3335.2,1023.8,0
0.04,-56.87,31.18,159.54,-0.156,-1.075,3216.3,3049.6,3252.7,1026.7,0
0.06,-56.87,30.04,160.14,0.053,-0.195,3288.1,3107.2,3297.1,1026.7,0
0.08,-57.07,28.9,160.72,-0.152,-0.24,3331.2,3179.2,3356.4,1026.7,0
0.1,-57.87,27.75,161.27,-0.564,-0.705,3431.7,3208,3430.4,1026.7,0
0.12,-60.07,26.54,161.8,0.432,-0.19,3437.7,3228.5,3481.1,1029.7,0
0.14,-62.27,25.3,162.31,0.593,0.165,3415.1,3191.3,3428.2,1032.6,0
0.16,-65.06,24,162.79,-0.119,0.43,3254.8,3203.5,3292.8,1038.5,0
0.18,-67.46,22.65,163.24,-0.025,0.395,3177,3010.2,3227.3,1035.6,0
0.2,-70.46,21.24,163.67,0.239,-0.245,3090.8,2866.2,3108.8,1035.6,0
0.22,-72.25,19.79,164.06,0.358,-0.285,3054.6,2772.1,3041.3,1017.9,0
0.24,-72.25,18.35,164.43,-0.095,0.24,2993.4,2797.1,3066.8,1009.1,0
0.26,-70.26,16.94,164.77,0.498,-0.145,3090.1,2951.7,3092.3,1000.3,0
0.28,-66.66,15.61,165.08,-0.399,-0.12,3133.2,3038.1,3077.5,1000.3,0
0.3,-61.87,14.37,165.37,0.346,0.06,3186.9,3019.9,3206.6,991.4,0
0.32,-56.87,13.24,165.63,-0.07,0.125,3203.5,2950.1,3149.5,985.6,0
0.34,-51.68,12.2,165.88,0.243,-0.015,3197.4,3016,3232.1,982.6,0
0.36,-47.29,11.26,166.1,-0.004,-0.41,3186.9,3048.7,3206.6,991.4,0
0.38,-44.49,10.37,166.31,0.115,-0.335,3328.2,3161.6,3337.6,997.3,0
0.4,-42.49,9.52,166.5,-0.193,0.01,3381.1,3185.9,3303.7,1009.1,0
0.42,-41.69,8.68,166.67,0.004,0.025,3412.1,3116.2,3409.5,1003.2,0
0.44,-41.09,7.86,166.83,-0.103,0.185,3328.2,3147.2,3337.6,997.3,0
0.46,-41.09,7.04,166.97,-0.091,0,3248.8,3125.1,3314.6,979.7,0
0.48,-39.7,6.24,167.1,0.173,-0.195,3236.8,3113,3213.1,973.8,0
0.5,-37.7,5.49,167.21,0.185,0.275,3152.9,2985.6,3185.7,967.9,0
