time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-43.78,36.67,238.73,-0.159,-0.033,1279.6,1377.6,1447,1814.4,0
0.02,-48.92,35.7,239.45,0.077,-0.033,1242.8,1370.1,1424.9,1817.2,0
0.04,-53.24,34.63,240.14,0.149,-0.126,1258.4,1371.1,1426,1811.5,0
0.06,-56.94,33.49,240.81,-0.663,-2.237,1199.2,1356.2,1295.8,1817.2,0
0.08,-59.61,32.3,241.46,-1.885,-3.488,1287.4,1357.2,1297,1811.5,0
0.1,-60.64,31.09,242.08,1.365,0.623,1309.7,1420.3,1333.4,1808.7,0
0.12,-61.05,29.87,242.67,-0.413,-0.54,1266.2,1448.1,1233,1808.7,0
0.14,-61.05,28.65,243.25,-0.269,0.381,1194.6,1226.5,1578.2,1803.1,0
0.16,-61.88,27.41,243.8,-0.082,-0.205,1273.9,1386,1240.7,1805.9,0
0.18,-62.49,26.16,244.32,0.389,-0.121,1215.8,1372.1,1341.1,1805.9,0
0.2,-63.11,24.9,244.82,-1.202,0.144,1223.6,1268.3,1406.2,1803.1,0
0.22,-63.11,23.63,245.29,0.51,3.265,1085,1344.3,1398.4,1805.9,0
0.24,-61.88,22.4,245.74,-4.293,0.893,1123,1338.9,1306.9,1797.4,0
0.26,-60.23,21.19,246.16,0.692,-0.274,1057,1289.7,1428.2,1800.2,0
0.28,-57.35,20.04,246.56,-0.096,0.051,1014.5,1179.4,1630.1,1794.6,0
0.3,-54.27,18.96,246.94,-0.365,0.591,1312.9,1353.8,1250.7,1791.7,0
0.32,-51.18,17.94,247.3,0.442,-0.484,1087.2,1332.4,1386.3,1794.6,0
0.34,-48.51,16.97,247.64,-0.692,-0.144,1298.4,1381.7,1092.9,1791.7,0
0.36,-45.63,16.05,247.96,-1.226,1.47,1217.9,1304.6,1257.3,1794.6,0
0.38,-42.75,15.2,248.26,-1.885,1.609,1022.3,1270.3,1523.1,1791.7,0
0.4,-38.63,14.42,248.55,-1.428,0.558,1219,1333.5,1229.7,1788.9,0
0.42,-35.75,13.71,248.83,0.183,-0.335,1096,1382.7,1352.1,1786.1,0
0.44,-32.46,13.06,249.09,1.625,1.102,1183.2,1466.2,1237.4,1786.1,0
0.46,-30.61,12.45,249.34,0.784,0.219,1146.3,1110.8,1530.8,1788.9,0
0.48,-31.02,11.83,249.57,0.269,0.786,1168.7,1368.8,1223.1,1786.1,0
0.5,-33.28,11.16,249.8,-1.327,-0.377,1189.9,1375.2,1215.4,1788.9,0
0.52,-36.16,10.44,250.01,-0.202,0.088,1249.1,1195.3,1417.2,1783.2,0
0.54,-39.87,9.64,250.2,0.135,-0.233,1037.9,1340.9,1438.2,1786.1,0
0.56,-41.31,8.82,250.38,0.115,0.07,1131.8,1361.3,1287.1,1788.9,0
0.58,-41.51,7.99,250.53,0.034,-0.205,1131.8,1361.3,1215.4,1788.9,0
0.6,-40.28,7.18,250.68,-0.192,-0.312,1184.3,1286.3,1295.9,1780.4,0
0.62,-38.22,6.42,250.81,-0.207,0,1147.4,1223.2,1345.5,1783.2,0
0.64,-35.96,5.7,250.92,-0.087,-0.307,1155.2,1244.6,1310.2,1780.4,0
0.66,-33.28,5.03,251.02,0.029,-0.079,1118.3,1264.9,1316.9,1783.2,0
