Gassy Well w/separator  August 1996
3x5i03.csv,  Start Time = 0 sec, Duration = 59 sec
08/04/96
0:00:00 AM
time(sec),     Pressure(psi)
 32.74 ,       1529.8 
 32.76 ,       1526.9 
 32.78 ,       1529.8 
 32.8 ,        1523.9 
 32.82 ,       1526.9 
 32.84 ,       1529.8 
 32.86 ,       1529.8 
 32.88 ,       1529.8 
 32.9 ,        1532.8 
 32.92 ,       1529.8 
 32.94 ,       1529.8 
 32.96 ,       1529.8 
 32.98 ,       1535.7 
 33 ,          1529.8 
 33.02 ,       1523.9 
 33.04 ,       1526.9 
 33.06 ,       1526.9 
 33.08 ,       1529.8 
 33.1 ,        1523.9 
 33.12 ,       1529.8 
 33.14 ,       1526.9 
 33.16 ,       1523.9 
 33.18 ,       1523.9 
 33.2 ,        1529.8 
 33.22 ,       1523.9 
 33.24 ,       1523.9 
 33.26 ,       1529.8 
 33.28 ,       1526.9 
 33.3 ,        1532.8 
 33.32 ,       1526.9 
 33.34 ,       1526.9 
 33.36 ,       1526.9 
 33.38 ,       1532.8 
 33.4 ,        1529.8 
 33.42 ,       1526.9 
 33.44 ,       1529.8 
 33.46 ,       1526.9 
 33.48 ,       1526.9 
 33.5 ,        1529.8 
 33.52 ,       1529.8 
 33.54 ,       1526.9 
 33.56 ,       1526.9 
 33.58 ,       1529.8 
 33.6 ,        1526.9 
 33.62 ,       1526.9 
 33.64 ,       1529.8 
 33.66 ,       1529.8 
 33.68 ,       1532.8 
 33.7 ,        1529.8 
 33.72 ,       1529.8 
 33.74 ,       1529.8 
 33.76 ,       1535.7 
 33.78 ,       1532.8 
 33.8 ,        1532.8 
 33.82 ,       1532.8 
 33.84 ,       1535.7 
 33.86 ,       1532.8 
 33.88 ,       1544.5 
 33.9 ,        1532.8 
 33.92 ,       1532.8 
 33.94 ,       1538.6 
 33.96 ,       1538.6 
 33.98 ,       1535.7 
 34 ,          1535.7 
 34.02 ,       1538.6 
 34.04 ,       1535.7 
 34.06 ,       1538.6 
 34.08 ,       1541.6 
 34.1 ,        1538.6 
 34.12 ,       1541.6 
 34.14 ,       1538.6 
 34.16 ,       1538.6 
 34.18 ,       1538.6 
 34.2 ,        1538.6 
 34.22 ,       1544.5 
 34.24 ,       1544.5 
 34.26 ,       1538.6 
 34.28 ,       1535.7 
 34.3 ,        1538.6 
 34.32 ,       1541.6 
 34.34 ,       1538.6 
 34.36 ,       1538.6 
 34.38 ,       1535.7 
 34.4 ,        1541.6 
 34.42 ,       1538.6 
 34.44 ,       1535.7 
 34.46 ,       1538.6 
 34.48 ,       1538.6 
 34.5 ,        1535.7 
 34.52 ,       1535.7 
 34.54 ,       1538.6 
 34.56 ,       1538.6 
 34.58 ,       1535.7 
 34.6 ,        1532.8 
 34.62 ,       1538.6 
 34.64 ,       1538.6 
 34.66 ,       1535.7 
 34.68 ,       1532.8 
 34.7 ,        1532.8 
 34.72 ,       1529.8 
 34.74 ,       1535.7 
 34.76 ,       1535.7 
 34.78 ,       1532.8 
 34.8 ,        1532.8 
 34.82 ,       1532.8 
 34.84 ,       1532.8 
 34.86 ,       1535.7 
 34.88 ,       1535.7 
 34.9 ,        1535.7 
 34.92 ,       1538.6 
 34.94 ,       1535.7 
 34.96 ,       1535.7 
 34.98 ,       1535.7 
 35 ,          1535.7 
 35.02 ,       1538.6 
 35.04 ,       1538.6 
 35.06 ,       1535.7 
 35.08 ,       1541.6 
 35.1 ,        1535.7 
 35.12 ,       1538.6 
 35.14 ,       1541.6 
 35.16 ,       1538.6 
 35.18 ,       1547.5 
 35.2 ,        1547.5 
 35.22 ,       1538.6 
 35.24 ,       1541.6 
 35.26 ,       1541.6 
 35.28 ,       1541.6 
 35.3 ,        1544.5 
 35.32 ,       1541.6 
 35.34 ,       1541.6 
 35.36 ,       1547.5 
 35.38 ,       1541.6 
 35.4 ,        1547.5 
 35.42 ,       1541.6 
 35.44 ,       1541.6 
 35.46 ,       1544.5 
 35.48 ,       1544.5 
 35.5 ,        1541.6 
 35.52 ,       1559.2 
 35.54 ,       1544.5 
 35.56 ,       1541.6 
 35.58 ,       1547.5 
 35.6 ,        1544.5 
 35.62 ,       1541.6 
 35.64 ,       1544.5 
 35.66 ,       1544.5 
 35.68 ,       1538.6 
 35.7 ,        1544.5 
 35.72 ,       1541.6 
 35.74 ,       1538.6 
 35.76 ,       1547.5 
 35.78 ,       1541.6 
 35.8 ,        1538.6 
 35.82 ,       1538.6 
 35.84 ,       1538.6 
 35.86 ,       1535.7 
 35.88 ,       1538.6 
 35.9 ,        1538.6 
 35.92 ,       1532.8 
 35.94 ,       1538.6 
 35.96 ,       1535.7 
 35.98 ,       1535.7 
 36 ,          1535.7 
 36.02 ,       1532.8 
 36.04 ,       1535.7 
 36.06 ,       1532.8 
 36.08 ,       1532.8 
 36.1 ,        1538.6 
 36.12 ,       1535.7 
 36.14 ,       1535.7 
 36.16 ,       1529.8 
 36.18 ,       1535.7 
 36.2 ,        1532.8 
 36.22 ,       1535.7 
 36.24 ,       1532.8 
 36.26 ,       1532.8 
 36.28 ,       1535.7 
 36.3 ,        1529.8 
 36.32 ,       1535.7 
 36.34 ,       1532.8 
 36.36 ,       1535.7 
 36.38 ,       1532.8 
 36.4 ,        1535.7 
 36.42 ,       1532.8 
 36.44 ,       1529.8 
 36.46 ,       1535.7 
 36.48 ,       1532.8 
 36.5 ,        1529.8 
 36.52 ,       1535.7 
 36.54 ,       1535.7 
 36.56 ,       1532.8 
 36.58 ,       1538.6 
 36.6 ,        1535.7 
 36.62 ,       1532.8 
 36.64 ,       1535.7 
 36.66 ,       1535.7 
 36.68 ,       1529.8 
 36.7 ,        1529.8 
 36.72 ,       1532.8 
 36.74 ,       1532.8 
 36.76 ,       1535.7 
 36.78 ,       1529.8 
 36.8 ,        1529.8 
 36.82 ,       1532.8 
 36.84 ,       1529.8 
 36.86 ,       1529.8 
 36.88 ,       1532.8 
 36.9 ,        1526.9 
 36.92 ,       1532.8 
 36.94 ,       1526.9 
 36.96 ,       1529.8 
 36.98 ,       1529.8 
 37 ,          1526.9 
 37.02 ,       1526.9 
 37.04 ,       1523.9 
 37.06 ,       1529.8 
 37.08 ,       1523.9 
 37.1 ,        1521 
 37.12 ,       1526.9 
 37.14 ,       1523.9 
 37.16 ,       1523.9 
 37.18 ,       1523.9 
 37.2 ,        1518 
 37.22 ,       1521 
 37.24 ,       1526.9 
 37.26 ,       1521 
 37.28 ,       1515.1 
 37.3 ,        1523.9 
 37.32 ,       1518 
 37.34 ,       1518 
 37.36 ,       1521 
 37.38 ,       1523.9 
 37.4 ,        1515.1 
 37.42 ,       1515.1 
 37.44 ,       1515.1 
 37.46 ,       1515.1 
 37.48 ,       1515.1 
 37.5 ,        1512.2 
 37.52 ,       1518 
 37.54 ,       1515.1 
 37.56 ,       1515.1 
 37.58 ,       1512.2 
 37.6 ,        1515.1 
 37.62 ,       1512.2 
 37.64 ,       1515.1 
 37.66 ,       1512.2 
 37.68 ,       1512.2 
 37.7 ,        1512.2 
 37.72 ,       1512.2 
 37.74 ,       1512.2 
 37.76 ,       1518 
 37.78 ,       1512.2 
 37.8 ,        1515.1 
 37.82 ,       1509.2 
 37.84 ,       1518 
 37.86 ,       1512.2 
 37.88 ,       1509.2 
 37.9 ,        1512.2 
 37.92 ,       1512.2 
 37.94 ,       1512.2 
 37.96 ,       1515.1 
 37.98 ,       1512.2 
 38 ,          1509.2 
 38.02 ,       1512.2 
 38.04 ,       1509.2 
 38.06 ,       1509.2 
 38.08 ,       1512.2 
 38.1 ,        1509.2 
 38.12 ,       1509.2 
 38.14 ,       1506.3 
 38.16 ,       1512.2 
 38.18 ,       1506.3 
 38.2 ,        1506.3 
 38.22 ,       1503.3 
 38.24 ,       1506.3 
 38.26 ,       1500.4 
 38.28 ,       1500.4 
 38.3 ,        1500.4 
 38.32 ,       1500.4 
 38.34 ,       1500.4 
 38.36 ,       1497.5 
 38.38 ,       1500.4 
 38.4 ,        1497.5 
 38.42 ,       1500.4 
 38.44 ,       1497.5 
 38.46 ,       1494.5 
 38.48 ,       1494.5 
 38.5 ,        1497.5 
 38.52 ,       1494.5 
 38.54 ,       1497.5 
 38.56 ,       1494.5 
 38.58 ,       1497.5 
 38.6 ,        1494.5 
 38.62 ,       1500.4 
 38.64 ,       1491.6 
 38.66 ,       1500.4 
 38.68 ,       1491.6 
 38.7 ,        1494.5 
 38.72 ,       1500.4 
 38.74 ,       1494.5 
 38.76 ,       1497.5 
 38.78 ,       1494.5 
 38.8 ,        1500.4 
 38.82 ,       1494.5 
 38.84 ,       1500.4 
 38.86 ,       1497.5 
 38.88 ,       1503.3 
 38.9 ,        1500.4 
 38.92 ,       1512.2 
 38.94 ,       1512.2 
 38.96 ,       1518 
 38.98 ,       1515.1 
 39 ,          1515.1 
 39.02 ,       1521 
 39.04 ,       1518 
 39.06 ,       1523.9 
 39.08 ,       1521 
 39.1 ,        1521 
 39.12 ,       1518 
 39.14 ,       1523.9 
 39.16 ,       1521 
 39.18 ,       1529.8 
 39.2 ,        1523.9 
 39.22 ,       1529.8 
 39.24 ,       1526.9 
 39.26 ,       1526.9 
 39.28 ,       1532.8 
 39.3 ,        1529.8 
 39.32 ,       1535.7 
 39.34 ,       1529.8 
 39.36 ,       1535.7 
 39.38 ,       1532.8 
 39.4 ,        1529.8 
 39.42 ,       1535.7 
 39.44 ,       1529.8 
 39.46 ,       1535.7 
 39.48 ,       1532.8 
 39.5 ,        1532.8 
 39.52 ,       1529.8 
 39.54 ,       1532.8 
 39.56 ,       1541.6 
 39.58 ,       1535.7 
 39.6 ,        1532.8 
 39.62 ,       1538.6 
 39.64 ,       1535.7 
 39.66 ,       1532.8 
 39.68 ,       1529.8 
 39.7 ,        1532.8 
 39.72 ,       1538.6 
 39.74 ,       1532.8 
 39.76 ,       1532.8 
 39.78 ,       1535.7 
 39.8 ,        1535.7 
 39.82 ,       1538.6 
 39.84 ,       1532.8 
 39.86 ,       1535.7 
 39.88 ,       1532.8 
 39.9 ,        1532.8 
 39.92 ,       1532.8 
 39.94 ,       1532.8 
 39.96 ,       1535.7 
 39.98 ,       1535.7 
 40 ,          1535.7 
 40.02 ,       1529.8 
 40.04 ,       1529.8 
 40.06 ,       1532.8 
 40.08 ,       1529.8 
 40.1 ,        1529.8 
 40.12 ,       1532.8 
 40.14 ,       1529.8 
 40.16 ,       1532.8 
 40.18 ,       1535.7 
 40.2 ,        1538.6 
 40.22 ,       1529.8 
 40.24 ,       1529.8 
 40.26 ,       1529.8 
 40.28 ,       1529.8 
 40.3 ,        1529.8 
 40.32 ,       1526.9 
 40.34 ,       1529.8 
 40.36 ,       1529.8 
 40.38 ,       1532.8 
 40.4 ,        1535.7 
 40.42 ,       1535.7 
 40.44 ,       1526.9 
 40.46 ,       1529.8 
 40.48 ,       1532.8 
 40.5 ,        1532.8 
 40.52 ,       1529.8 
 40.54 ,       1535.7 
 40.56 ,       1529.8 
 40.58 ,       1529.8 
 40.6 ,        1529.8 
 40.62 ,       1532.8 
 40.64 ,       1535.7 
 40.66 ,       1535.7 
 40.68 ,       1535.7 
 40.7 ,        1532.8 
 40.72 ,       1535.7 
 40.74 ,       1538.6 
 40.76 ,       1538.6 
 40.78 ,       1538.6 
 40.8 ,        1538.6 
 40.82 ,       1535.7 
 40.84 ,       1538.6 
 40.86 ,       1535.7 
 40.88 ,       1535.7 
 40.9 ,        1538.6 
 40.92 ,       1541.6 
 40.94 ,       1538.6 
 40.96 ,       1538.6 
 40.98 ,       1538.6 
 41 ,          1538.6 
 41.02 ,       1535.7 
 41.04 ,       1535.7 
 41.06 ,       1538.6 
 41.08 ,       1535.7 
 41.1 ,        1535.7 
 41.12 ,       1535.7 
 41.14 ,       1535.7 
 41.16 ,       1538.6 
 41.18 ,       1538.6 
 41.2 ,        1535.7 
 41.22 ,       1538.6 
 41.24 ,       1535.7 
 41.26 ,       1532.8 
 41.28 ,       1532.8 
 41.3 ,        1532.8 
 41.32 ,       1535.7 
 41.34 ,       1529.8 
 41.36 ,       1532.8 
 41.38 ,       1535.7 
 41.4 ,        1529.8 
 41.42 ,       1529.8 
 41.44 ,       1529.8 
 41.46 ,       1526.9 
 41.48 ,       1529.8 
 41.5 ,        1529.8 
 41.52 ,       1535.7 
 41.54 ,       1526.9 
 41.56 ,       1532.8 
 41.58 ,       1526.9 
 41.6 ,        1529.8 
 41.62 ,       1532.8 
 41.64 ,       1526.9 
 41.66 ,       1526.9 
 41.68 ,       1529.8 
 41.7 ,        1529.8 
 41.72 ,       1535.7 
 41.74 ,       1526.9 
 41.76 ,       1526.9 
 41.78 ,       1529.8 
 41.8 ,        1526.9 
 41.82 ,       1532.8 
 41.84 ,       1526.9 
 41.86 ,       1529.8 
 41.88 ,       1535.7 
 41.9 ,        1529.8 
 41.92 ,       1529.8 
 41.94 ,       1532.8 
 41.96 ,       1529.8 
 41.98 ,       1529.8 
 42 ,          1532.8 
 42.02 ,       1529.8 
 42.04 ,       1529.8 
 42.06 ,       1529.8 
 42.08 ,       1529.8 
 42.1 ,        1532.8 
 42.12 ,       1535.7 
 42.14 ,       1529.8 
 42.16 ,       1529.8 
 42.18 ,       1529.8 
 42.2 ,        1529.8 
 42.22 ,       1532.8 
 42.24 ,       1526.9 
 42.26 ,       1526.9 
 42.28 ,       1529.8 
 42.3 ,        1526.9 
 42.32 ,       1526.9 
 42.34 ,       1529.8 
 42.36 ,       1523.9 
 42.38 ,       1526.9 
 42.4 ,        1529.8 
 42.42 ,       1523.9 
 42.44 ,       1526.9 
 42.46 ,       1523.9 
 42.48 ,       1526.9 
 42.5 ,        1521 
 42.52 ,       1523.9 
 42.54 ,       1523.9 
 42.56 ,       1529.8 
 42.58 ,       1529.8 
 42.6 ,        1523.9 
 42.62 ,       1529.8 
 42.64 ,       1529.8 
 42.66 ,       1529.8 
 42.68 ,       1526.9 
 42.7 ,        1529.8 
 42.72 ,       1532.8 
 42.74 ,       1526.9 
 42.76 ,       1529.8 
 42.78 ,       1529.8 
 42.8 ,        1532.8 
 42.82 ,       1535.7 
 42.84 ,       1529.8 
 42.86 ,       1538.6 
 42.88 ,       1526.9 
 42.9 ,        1532.8 
 42.92 ,       1529.8 
 42.94 ,       1535.7 
 42.96 ,       1529.8 
 42.98 ,       1532.8 
 43 ,          1532.8 
 43.02 ,       1535.7 
 43.04 ,       1535.7 
 43.06 ,       1535.7 
 43.08 ,       1538.6 
 43.1 ,        1532.8 
 43.12 ,       1535.7 
 43.14 ,       1535.7 
 43.16 ,       1535.7 
 43.18 ,       1535.7 
 43.2 ,        1535.7 
 43.22 ,       1538.6 
 43.24 ,       1538.6 
 43.26 ,       1538.6 
 43.28 ,       1538.6 
 43.3 ,        1538.6 
 43.32 ,       1541.6 
 43.34 ,       1538.6 
 43.36 ,       1541.6 
 43.38 ,       1541.6 
 43.4 ,        1538.6 
 43.42 ,       1538.6 
 43.44 ,       1541.6 
 43.46 ,       1541.6 
 43.48 ,       1544.5 
 43.5 ,        1538.6 
 43.52 ,       1541.6 
 43.54 ,       1538.6 
 43.56 ,       1541.6 
 43.58 ,       1541.6 
 43.6 ,        1544.5 
 43.62 ,       1535.7 
 43.64 ,       1538.6 
 43.66 ,       1538.6 
 43.68 ,       1538.6 
 43.7 ,        1538.6 
 43.72 ,       1535.7 
 43.74 ,       1535.7 
 43.76 ,       1538.6 
 43.78 ,       1538.6 
 43.8 ,        1538.6 
 43.82 ,       1538.6 
 43.84 ,       1535.7 
 43.86 ,       1535.7 
 43.88 ,       1538.6 
 43.9 ,        1535.7 
 43.92 ,       1535.7 
 43.94 ,       1538.6 
 43.96 ,       1532.8 
 43.98 ,       1532.8 
 44 ,          1535.7 
 44.02 ,       1535.7 
 44.04 ,       1535.7 
 44.06 ,       1532.8 
 44.08 ,       1532.8 
 44.1 ,        1535.7 
 44.12 ,       1535.7 
 44.14 ,       1535.7 
 44.16 ,       1538.6 
 44.18 ,       1532.8 
 44.2 ,        1532.8 
 44.22 ,       1535.7 
 44.24 ,       1535.7 
 44.26 ,       1538.6 
 44.28 ,       1538.6 
 44.3 ,        1541.6 
 44.32 ,       1538.6 
 44.34 ,       1544.5 
 44.36 ,       1538.6 
 44.38 ,       1538.6 
 44.4 ,        1538.6 
 44.42 ,       1544.5 
 44.44 ,       1541.6 
 44.46 ,       1541.6 
 44.48 ,       1541.6 
 44.5 ,        1544.5 
 44.52 ,       1544.5 
 44.54 ,       1541.6 
 44.56 ,       1541.6 
 44.58 ,       1547.5 
 44.6 ,        1544.5 
 44.62 ,       1541.6 
 44.64 ,       1544.5 
 44.66 ,       1547.5 
 44.68 ,       1541.6 
 44.7 ,        1541.6 
 44.72 ,       1544.5 
 44.74 ,       1544.5 
 44.76 ,       1538.6 
 44.78 ,       1541.6 
 44.8 ,        1541.6 
 44.82 ,       1547.5 
 44.84 ,       1541.6 
 44.86 ,       1541.6 
 44.88 ,       1538.6 
 44.9 ,        1541.6 
 44.92 ,       1538.6 
 44.94 ,       1541.6 
 44.96 ,       1538.6 
 44.98 ,       1538.6 
 45 ,          1538.6 
 45.02 ,       1538.6 
 45.04 ,       1535.7 
 45.06 ,       1541.6 
 45.08 ,       1535.7 
 45.1 ,        1538.6 
 45.12 ,       1535.7 
 45.14 ,       1535.7 
 45.16 ,       1541.6 
 45.18 ,       1535.7 
 45.2 ,        1535.7 
 45.22 ,       1535.7 
 45.24 ,       1538.6 
 45.26 ,       1535.7 
 45.28 ,       1535.7 
 45.3 ,        1538.6 
 45.32 ,       1532.8 
 45.34 ,       1538.6 
 45.36 ,       1535.7 
 45.38 ,       1532.8 
 45.4 ,        1535.7 
 45.42 ,       1532.8 
 45.44 ,       1532.8 
 45.46 ,       1538.6 
 45.48 ,       1535.7 
 45.5 ,        1535.7 
 45.52 ,       1538.6 
 45.54 ,       1532.8 
 45.56 ,       1535.7 
 45.58 ,       1535.7 
 45.6 ,        1538.6 
 45.62 ,       1532.8 
 45.64 ,       1535.7 
 45.66 ,       1538.6 
 45.68 ,       1538.6 
 45.7 ,        1532.8 
 45.72 ,       1532.8 
 45.74 ,       1535.7 
 45.76 ,       1538.6 
 45.78 ,       1535.7 
 45.8 ,        1532.8 
 45.82 ,       1532.8 
 45.84 ,       1535.7 
 45.86 ,       1532.8 
 45.88 ,       1535.7 
 45.9 ,        1532.8 
 45.92 ,       1529.8 
 45.94 ,       1535.7 
 45.96 ,       1535.7 
 45.98 ,       1532.8 
 46 ,          1529.8 
 46.02 ,       1529.8 
 46.04 ,       1529.8 
 46.06 ,       1532.8 
 46.08 ,       1529.8 
 46.1 ,        1529.8 
 46.12 ,       1529.8 
 46.14 ,       1523.9 
 46.16 ,       1526.9 
 46.18 ,       1526.9 
 46.2 ,        1523.9 
 46.22 ,       1523.9 
 46.24 ,       1535.7 
 46.26 ,       1523.9 
 46.28 ,       1523.9 
 46.3 ,        1529.8 
 46.32 ,       1523.9 
 46.34 ,       1523.9 
 46.36 ,       1526.9 
 46.38 ,       1521 
 46.4 ,        1521 
 46.42 ,       1518 
 46.44 ,       1518 
 46.46 ,       1518 
 46.48 ,       1521 
 46.5 ,        1523.9 
 46.52 ,       1518 
 46.54 ,       1515.1 
 46.56 ,       1518 
 46.58 ,       1515.1 
 46.6 ,        1515.1 
 46.62 ,       1515.1 
 46.64 ,       1515.1 
 46.66 ,       1518 
 46.68 ,       1512.2 
 46.7 ,        1515.1 
 46.72 ,       1518 
 46.74 ,       1518 
 46.76 ,       1515.1 
 46.78 ,       1515.1 
 46.8 ,        1512.2 
 46.82 ,       1512.2 
 46.84 ,       1512.2 
 46.86 ,       1515.1 
 46.88 ,       1515.1 
 46.9 ,        1512.2 
 46.92 ,       1515.1 
 46.94 ,       1512.2 
 46.96 ,       1515.1 
 46.98 ,       1512.2 
 47 ,          1515.1 
 47.02 ,       1512.2 
 47.04 ,       1512.2 
 47.06 ,       1515.1 
 47.08 ,       1512.2 
 47.1 ,        1515.1 
 47.12 ,       1509.2 
 47.14 ,       1512.2 
 47.16 ,       1509.2 
 47.18 ,       1509.2 
 47.2 ,        1512.2 
 47.22 ,       1515.1 
 47.24 ,       1512.2 
 47.26 ,       1515.1 
 47.28 ,       1509.2 
 47.3 ,        1512.2 
 47.32 ,       1506.3 
 47.34 ,       1512.2 
 47.36 ,       1506.3 
 47.38 ,       1506.3 
 47.4 ,        1512.2 
 47.42 ,       1503.3 
 47.44 ,       1506.3 
 47.46 ,       1503.3 
 47.48 ,       1506.3 
 47.5 ,        1503.3 
 47.52 ,       1500.4 
 47.54 ,       1503.3 
 47.56 ,       1497.5 
 47.58 ,       1500.4 
 47.6 ,        1497.5 
 47.62 ,       1500.4 
 47.64 ,       1494.5 
 47.66 ,       1497.5 
 47.68 ,       1500.4 
 47.7 ,        1494.5 
 47.72 ,       1497.5 
 47.74 ,       1497.5 
 47.76 ,       1497.5 
 47.78 ,       1497.5 
 47.8 ,        1494.5 
 47.82 ,       1494.5 
 47.84 ,       1494.5 
 47.86 ,       1494.5 
 47.88 ,       1494.5 
 47.9 ,        1491.6 
 47.92 ,       1497.5 
 47.94 ,       1494.5 
 47.96 ,       1494.5 
 47.98 ,       1500.4 
 48 ,          1497.5 
 48.02 ,       1497.5 
 48.04 ,       1500.4 
 48.06 ,       1497.5 
 48.08 ,       1494.5 
 48.1 ,        1497.5 
 48.12 ,       1506.3 
 48.14 ,       1509.2 
 48.16 ,       1515.1 
 48.18 ,       1515.1 
 48.2 ,        1518 
 48.22 ,       1521 
 48.24 ,       1521 
 48.26 ,       1518 
 48.28 ,       1521 
 48.3 ,        1521 
 48.32 ,       1523.9 
 48.34 ,       1523.9 
 48.36 ,       1523.9 
 48.38 ,       1521 
 48.4 ,        1523.9 
 48.42 ,       1529.8 
 48.44 ,       1526.9 
 48.46 ,       1529.8 
 48.48 ,       1526.9 
 48.5 ,        1529.8 
 48.52 ,       1529.8 
 48.54 ,       1535.7 
 48.56 ,       1535.7 
 48.58 ,       1529.8 
 48.6 ,        1529.8 
 48.62 ,       1535.7 
 48.64 ,       1529.8 
 48.66 ,       1532.8 
 48.68 ,       1535.7 
 48.7 ,        1535.7 
 48.72 ,       1529.8 
 48.74 ,       1535.7 
 48.76 ,       1535.7 
 48.78 ,       1532.8 
 48.8 ,        1532.8 
 48.82 ,       1535.7 
 48.84 ,       1535.7 
 48.86 ,       1535.7 
 48.88 ,       1532.8 
 48.9 ,        1532.8 
 48.92 ,       1535.7 
 48.94 ,       1535.7 
 48.96 ,       1538.6 
 48.98 ,       1535.7 
 49 ,          1532.8 
 49.02 ,       1538.6 
 49.04 ,       1535.7 
 49.06 ,       1535.7 
 49.08 ,       1535.7 
 49.1 ,        1538.6 
 49.12 ,       1529.8 
 49.14 ,       1529.8 
 49.16 ,       1532.8 
 49.18 ,       1532.8 
 49.2 ,        1535.7 
 49.22 ,       1529.8 
 49.24 ,       1529.8 
 49.26 ,       1529.8 
 49.28 ,       1532.8 
 49.3 ,        1532.8 
 49.32 ,       1532.8 
 49.34 ,       1535.7 
 49.36 ,       1529.8 
 49.38 ,       1526.9 
 49.4 ,        1529.8 
 49.42 ,       1529.8 
 49.44 ,       1529.8 
 49.46 ,       1526.9 
 49.48 ,       1526.9 
 49.5 ,        1529.8 
 49.52 ,       1532.8 
 49.54 ,       1526.9 
 49.56 ,       1526.9 
 49.58 ,       1529.8 
 49.6 ,        1526.9 
 49.62 ,       1529.8 
 49.64 ,       1532.8 
 49.66 ,       1529.8 
 49.68 ,       1529.8 
 49.7 ,        1529.8 
 49.72 ,       1532.8 
 49.74 ,       1532.8 
 49.76 ,       1529.8 
 49.78 ,       1529.8 
 49.8 ,        1529.8 
 49.82 ,       1532.8 
 49.84 ,       1535.7 
 49.86 ,       1538.6 
 49.88 ,       1532.8 
 49.9 ,        1538.6 
 49.92 ,       1535.7 
 49.94 ,       1541.6 
 49.96 ,       1535.7 
 49.98 ,       1538.6 
 50 ,          1535.7 
 50.02 ,       1535.7 
 50.04 ,       1538.6 
 50.06 ,       1541.6 
 50.08 ,       1535.7 
 50.1 ,        1541.6 
 50.12 ,       1541.6 
 50.14 ,       1535.7 
 50.16 ,       1538.6 
 50.18 ,       1538.6 
 50.2 ,        1538.6 
 50.22 ,       1538.6 
 50.24 ,       1538.6 
 50.26 ,       1538.6 
 50.28 ,       1535.7 
 50.3 ,        1535.7 
 50.32 ,       1538.6 
 50.34 ,       1541.6 
 50.36 ,       1535.7 
 50.38 ,       1538.6 
 50.4 ,        1532.8 
 50.42 ,       1535.7 
 50.44 ,       1535.7 
 50.46 ,       1535.7 
 50.48 ,       1535.7 
 50.5 ,        1538.6 
 50.52 ,       1529.8 
 50.54 ,       1532.8 
 50.56 ,       1532.8 
 50.58 ,       1535.7 
 50.6 ,        1529.8 
 50.62 ,       1535.7 
 50.64 ,       1529.8 
 50.66 ,       1529.8 
 50.68 ,       1526.9 
 50.7 ,        1529.8 
 50.72 ,       1538.6 
 50.74 ,       1529.8 
 50.76 ,       1529.8 
 50.78 ,       1532.8 
 50.8 ,        1526.9 
 50.82 ,       1529.8 
 50.84 ,       1529.8 
 50.86 ,       1529.8 
 50.88 ,       1526.9 
 50.9 ,        1529.8 
 50.92 ,       1532.8 
 50.94 ,       1529.8 
 50.96 ,       1529.8 
 50.98 ,       1526.9 
 51 ,          1529.8 
 51.02 ,       1532.8 
 51.04 ,       1529.8 
 51.06 ,       1529.8 
 51.08 ,       1532.8 
 51.1 ,        1544.5 
 51.12 ,       1529.8 
 51.14 ,       1532.8 
 51.16 ,       1532.8 
 51.18 ,       1529.8 
 51.2 ,        1529.8 
 51.22 ,       1532.8 
 51.24 ,       1535.7 
 51.26 ,       1529.8 
 51.28 ,       1529.8 
 51.3 ,        1529.8 
 51.32 ,       1529.8 
 51.34 ,       1529.8 
 51.36 ,       1529.8 
 51.38 ,       1532.8 
 51.4 ,        1535.7 
 51.42 ,       1526.9 
 51.44 ,       1526.9 
 51.46 ,       1526.9 
 51.48 ,       1529.8 
 51.5 ,        1529.8 
 51.52 ,       1526.9 
 51.54 ,       1526.9 
 51.56 ,       1529.8 
 51.58 ,       1526.9 
 51.6 ,        1529.8 
 51.62 ,       1532.8 
 51.64 ,       1529.8 
 51.66 ,       1529.8 
 51.68 ,       1526.9 
 51.7 ,        1529.8 
 51.72 ,       1529.8 
 51.74 ,       1526.9 
 51.76 ,       1526.9 
 51.78 ,       1529.8 
 51.8 ,        1529.8 
 51.82 ,       1526.9 
 51.84 ,       1529.8 
 51.86 ,       1529.8 
 51.88 ,       1529.8 
 51.9 ,        1526.9 
 51.92 ,       1526.9 
 51.94 ,       1529.8 
 51.96 ,       1529.8 
 51.98 ,       1526.9 
 52 ,          1529.8 
 52.02 ,       1529.8 
 52.04 ,       1529.8 
 52.06 ,       1529.8 
 52.08 ,       1529.8 
 52.1 ,        1529.8 
 52.12 ,       1532.8 
 52.14 ,       1532.8 
 52.16 ,       1535.7 
 52.18 ,       1535.7 
 52.2 ,        1535.7 
 52.22 ,       1535.7 
 52.24 ,       1538.6 
 52.26 ,       1535.7 
 52.28 ,       1535.7 
 52.3 ,        1538.6 
 52.32 ,       1535.7 
 52.34 ,       1538.6 
 52.36 ,       1538.6 
 52.38 ,       1541.6 
 52.4 ,        1538.6 
 52.42 ,       1538.6 
 52.44 ,       1538.6 
 52.46 ,       1538.6 
 52.48 ,       1541.6 
 52.5 ,        1538.6 
 52.52 ,       1541.6 
 52.54 ,       1547.5 
 52.56 ,       1538.6 
 52.58 ,       1538.6 
 52.6 ,        1541.6 
 52.62 ,       1544.5 
 52.64 ,       1547.5 
 52.66 ,       1538.6 
 52.68 ,       1541.6 
 52.7 ,        1538.6 
 52.72 ,       1538.6 
 52.74 ,       1541.6 
 52.76 ,       1541.6 
