time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-47.29,0,0,0,0,7862.6,7839.1,7837.1,405.2,0
0.2,-43.099,0,0,0,0,7802,7792.5,7792.8,411.2,0
0.4,-53.675,0,0,0,0,6963.6,6911.6,6921.2,405.2,0
0.6,-66.844,0,0,0,0,6388.9,6358,6371.6,405.2,0
0.8,-60.459,0,0,0,0,6041.8,5960.8,6025.3,408.2,0
1,-81.609,0,0,0,0,6506.8,6432.8,6456.2,405.2,0
1.2,-15.364,0,0,0,0,6359.4,6238.4,6287.1,405.2,0
1.4,-37.512,0,0,0,0,5429.5,5413.9,5397.2,411.2,0
1.6,-10.974,0,0,0,0,4930,4832.1,4835.6,405.2,0
1.8,-27.735,0,0,0,0,5231.3,5093.1,5137.6,408.2,0
2,-5.3874,0,0,0,0,6181,6191.8,6158.2,411.2,0
2.2,21.1506,0,0,0,0,7432.1,7491.6,7424.4,417.2,0
2.4,49.2849,0,0,0,0,7810.2,7815.8,7758.6,408.2,0
2.6,47.8882,0,0,0,0,7071.8,7081.1,7037.9,414.2,0
2.8,37.5124,0,0,0,0,6490.5,6520.9,6425.9,411.2,0
3,18.7562,0,0,0,0,6189.2,6170.2,6095.8,408.2,0
3.2,14.566,0,0,0,0,6520,6550.8,6468.2,411.2,0
3.4,20.552,0,0,0,0,7271.5,7298.8,7172.8,411.2,0
3.6,51.8789,0,0,0,0,7603.9,7636.3,7519,408.2,0
3.8,46.691,0,0,0,0,6983.4,7006.3,6897,414.2,0
4,15.3641,0,0,0,0,6262.9,6170.2,6152.2,408.2,0
4.2,11.7725,0,0,0,0,6159.7,6065.5,6053.5,408.2,0
4.4,17.1599,0,0,0,0,6564.2,6565.8,6482.3,411.2,0
4.6,27.5357,0,0,0,0,7191.3,7217.4,7110.4,408.2,0
4.8,13.3688,0,0,0,0,7957.6,7935.5,7857.2,408.2,0
5,33.9208,0,0,0,0,8532.3,8563.8,8463.2,408.2,0
5.2,9.77717,0,0,0,0,9290.4,9393.3,9272.4,411.2,0
5.4,30.1297,0,0,0,0,10269.6,10432.2,10236.6,414.2,0
5.6,49.684,0,0,0,0,10521.7,10628.3,10450.1,408.2,0
5.8,32.7236,0,0,0,0,9866.7,9948.5,9795.8,405.2,0
6,17.7585,0,0,0,0,8833.6,8899.6,8779.2,411.2,0
6.2,2.39441,0,0,0,0,8568.3,8675.2,8511.5,411.2,0
6.4,2.39441,0,0,0,0,9115.2,9185.5,9119.4,405.2,0
6.6,17.1599,0,0,0,0,9696.5,9850.4,9703.2,408.2,0
6.8,19.9534,0,0,0,0,9917.5,10074.8,9942.8,408.2,0
7,23.9441,0,0,0,0,9467.3,9617.7,9497.9,411.2,0
7.2,-1.7958,0,0,0,0,8805.7,8871.4,8809.4,405.2,0
