time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,29.75,40.19,58.4,0.096,-0.023,1362.6,1512.6,1499.9,1837,0
0.02,19.46,40.58,59.22,0.048,0.14,1302.3,1482.7,1483.3,1848.3,0
0.04,10.41,40.79,60.03,-0.159,0.07,1325.7,1505.1,1449.1,1839.8,0
0.06,2.39,40.84,60.85,-0.288,-0.042,1333.5,1512.6,1428.2,1837,0
0.08,-4.81,40.74,61.66,-0.096,0.079,1311.2,1477.3,1420.5,1839.8,0
0.1,-11.19,40.52,62.47,0.067,0.019,1304.4,1484.8,1413.8,1837,0
0.12,-17.16,40.18,63.28,-0.058,-0.023,1304.4,1470.9,1385.2,1837,0
0.14,-22.92,39.72,64.07,-0.154,0.042,1304.4,1498.7,1442.5,1837,0
0.16,-27.44,39.17,64.85,-0.178,-0.051,1283.2,1492.2,1407.2,1834.2,0
0.18,-30.53,38.56,65.63,-0.087,-0.047,1305.5,1499.7,1400.6,1831.4,0
0.2,-31.56,37.93,66.38,-0.197,-0.005,1254.1,1464.4,1407.2,1834.2,0
0.22,-30.32,37.32,67.13,-0.067,-0.037,1226.1,1423.7,1379.7,1828.5,0
0.24,-26.82,36.79,67.87,-0.005,-0.042,1285.3,1438.6,1395.1,1822.9,0
0.26,-21.89,36.35,68.59,-0.072,0.06,1248.4,1375.5,1430.4,1825.7,0
0.28,-16.74,36.01,69.31,-0.005,0.005,1256.2,1410.8,1438.1,1822.9,0
0.3,-12.22,35.77,70.03,0.072,0.084,1226.1,1409.8,1408.3,1828.5,0
0.32,-9.75,35.57,70.74,0.019,-0.028,1235,1460,1374.2,1820,0
0.34,-9.13,35.39,71.45,-0.024,0.023,1249.5,1473.9,1374.2,1820,0
0.36,-11.19,35.17,72.15,-0.245,-0.088,1257.3,1467.5,1367.5,1817.2,0
0.38,-14.69,34.87,72.85,-0.082,-0.112,1213.7,1439.7,1396.2,1817.2,0
0.4,-18.18,34.51,73.54,-0.072,-0.028,1236,1433.2,1403.9,1814.4,0
0.42,-20.65,34.1,74.22,0.048,-0.056,1199.2,1397.9,1410.6,1817.2,0
0.44,-21.27,33.67,74.89,0.154,0.005,1184.6,1384,1381.9,1817.2,0
0.46,-19.21,33.29,75.56,-0.053,0.098,1207,1363.6,1403.9,1814.4,0
0.48,-16.33,32.96,76.22,-0.087,-0.042,1222.6,1434.2,1376.4,1808.7,0
0.5,-12.84,32.7,76.87,-0.111,-0.07,1222.6,1420.3,1405.1,1808.7,0
0.52,-10.57,32.49,77.52,0.077,-0.051,1237.1,1378.6,1390.7,1808.7,0
0.54,-8.93,32.31,78.17,-0.034,-0.047,1208,1378.6,1390.7,1808.7,0
