time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,0.02,-2.65,23.45,-0.026,0.305,206.7,193.6,-293.6,1237,0
0.02,0.23,-2.64,23.39,-0.047,0.318,198.3,185.4,201.4,1234.2,0
0.04,0.02,-2.64,23.34,-0.077,0.395,192,193.6,162.7,1237,0
0.06,0.02,-2.64,23.29,-0.068,0.336,185.7,187.5,189.1,1239.8,0
0.08,0.02,-2.64,23.24,-0.051,0.39,192,207.9,179,1237,0
0.1,0.23,-2.64,23.18,-0.077,0.354,179.3,167,166.7,1242.6,0
0.12,0.23,-2.63,23.13,-0.055,0.363,192,207.9,162.7,1237,0
0.14,0.23,-2.63,23.08,-0.077,0.368,185.7,173.1,172.8,1239.8,0
0.16,0.23,-2.63,23.02,-0.064,0.368,192,193.6,162.7,1237,0
0.18,0.02,-2.62,22.97,-0.068,0.363,183.6,228.4,234,1234.2,0
0.2,0.02,-2.62,22.92,-0.055,0.377,192,207.9,179,1237,0
0.22,0.02,-2.62,22.87,-0.064,0.377,164.6,195.6,183,1242.6,0
0.24,0.23,-2.62,22.82,-0.055,0.354,185.7,201.8,189.1,1239.8,0
0.26,0.02,-2.62,22.76,-0.068,0.386,192,193.6,179,1237,0
0.28,0.23,-2.61,22.71,-0.047,0.359,192,193.6,179,1237,0
0.3,0.23,-2.61,22.66,-0.047,0.381,177.3,207.9,195.3,1237,0
0.32,0.23,-2.6,22.61,-0.06,0.372,192,193.6,211.5,1237,0
0.34,0.02,-2.6,22.55,-0.047,0.354,206.7,193.6,179,1237,0
0.36,0.23,-2.6,22.5,-0.064,0.363,185.7,187.5,189.1,1239.8,0
0.38,0.65,-2.59,22.45,-0.06,0.377,206.7,193.6,179,1237,0
0.4,0.44,-2.58,22.4,-0.064,0.359,185.7,187.5,189.1,1239.8,0
0.42,0.02,-2.58,22.35,-0.06,0.354,215.1,173.1,172.8,1239.8,0
