time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,72.2041,0,0,0,0,-432.3,-943.3,-542.9,1760.6,0
0.2,66.8557,0,0,0,0,-492.5,-903.6,-573.8,1771.9,0
0.4,48.5475,0,0,0,0,-432.3,-832,-542.9,1760.6,0
0.6,0.61713,0,0,0,0,-501.4,-912.1,-539.6,1780.4,0
0.8,-18.308,0,0,0,0,-451.1,-919.6,-561.7,1783.2,0
1,37.8506,0,0,0,0,-412.1,-882.2,-551.7,1769.1,0
1.2,41.1419,0,0,0,0,-412.1,-868.3,-494.4,1769.1,0
1.4,4.11419,0,0,0,0,7.2,-299.9,-9,1780.4,0
1.6,2.0571,0,0,0,0,108.9,-202.5,77,1780.4,0
1.8,15.8396,0,0,0,0,1031.2,1014.5,1173.5,1783.2,0
2,40.7305,0,0,0,0,1167.6,1228.6,1379.7,1791.7,0
2.2,55.3359,0,0,0,0,1222.6,1350.8,1376.4,1808.7,0
2.4,89.4837,0,0,0,0,1261.9,1430.1,1443.6,1831.4,0
2.6,47.1075,0,0,0,0,1288.9,1414.2,1398.4,1842.7,0
2.8,-18.72,0,0,0,0,1227.2,1396.9,1409.5,1822.9,0
3,-9.8741,0,0,0,0,1214.8,1343.3,1397.3,1811.5,0
3.2,-11.108,0,0,0,0,1188.9,1304.6,1329,1794.6,0
3.4,53.8959,0,0,0,0,1216.9,1401,1327.9,1800.2,0
3.6,40.3191,0,0,0,0,1245.9,1428.8,1356.5,1800.2,0
3.8,29.0051,0,0,0,0,1201.3,1344.3,1355.4,1805.9,0
4,-20.982,0,0,0,0,1137.5,1297.1,1306.9,1797.4,0
4.2,-25.714,0,0,0,0,1169.7,1342,1324.6,1780.4,0
4.4,-17.074,0,0,0,0,1126.1,1258.5,1252.9,1780.4,0
4.6,5.34845,0,0,0,0,1156.3,1315.2,1311.4,1774.7,0
4.8,27.1537,0,0,0,0,1169.7,1328,1324.6,1780.4,0
5,-17.691,0,0,0,0,1112.7,1259.5,1297,1774.7,0
5.2,-25.097,0,0,0,0,1215.4,1288.3,1040,1769.1,0
5.4,-59.244,0,0,0,0,1109.1,1214.4,863.5,1754.9,0
5.6,-37.851,0,0,0,0,1016.2,1209,1144.8,1746.4,0
5.8,-38.056,0,0,0,0,981.5,1106.1,1225.4,1737.9,0
6,-31.679,0,0,0,0,997.1,1148.9,1154.8,1732.3,0
6.2,-36.205,0,0,0,0,975.8,1059,1119.5,1729.5,0
6.4,-37.233,0,0,0,0,962.4,1018.3,1106.3,1723.8,0
6.6,-66.65,0,0,0,0,744.4,823.5,876.8,1723.8,0
6.8,-93.392,0,0,0,0,-50.6,-174.3,6.5,1701.2,0
7,23.6566,0,0,0,0,-534.7,-902.3,-630.1,1803.1,0
7.2,-88.661,0,0,0,0,-494.3,-974.9,-676.4,1820,0
7.4,-56.776,0,0,0,0,-510.9,-977,-750.4,1831.4,0
7.6,-109.23,0,0,0,0,-575.4,-1052.7,-814.4,1865.3,0
7.8,1.02855,0,0,0,0,-565.5,-1015.4,-732.7,1851.2,0
8,64.5928,0,0,0,0,-496.4,-935.2,-736,1831.4,0
8.2,60.0672,0,0,0,0,-514.5,-910.8,-696.3,1811.5,0
8.4,35.9992,0,0,0,0,-504.6,-887.4,-686.3,1797.4,0
8.6,2.46852,0,0,0,0,-685.7,-726.8,-692.9,1794.6,0
8.8,29.4165,0,0,0,0,-580.8,-751.6,-675.3,1777.6,0
9,4.11419,0,0,0,0,-500.3,-841.5,-567.2,1774.7,0
9.2,63.5643,0,0,0,0,-433.3,-860.9,-572.7,1766.3,0
9.4,69.1185,0,0,0,0,-417.8,-901.6,-571.6,1760.6,0
9.6,44.0219,0,0,0,0,-418.8,-874.8,-544,1766.3,0
9.8,2.0571,0,0,0,0,-456.7,-869.3,-552.8,1774.7,0
10,-17.074,0,0,0,0,-436.5,-919.6,-547.3,1783.2,0
10.2,38.6734,0,0,0,0,-434.4,-889.7,-559.4,1771.9,0
10.4,38.0563,0,0,0,0,-412.1,-854.4,-508.7,1769.1,0
10.6,4.73132,0,0,0,0,-15.1,-335.2,-16.7,1783.2,0
10.8,2.0571,0,0,0,0,116.7,-181.1,70.4,1777.6,0
11,14.6054,0,0,0,0,1016.6,1000.6,1159.1,1783.2,0
11.2,38.0563,0,0,0,0,1167.6,1200.8,1336.7,1791.7,0
11.4,56.3645,0,0,0,0,1222.6,1378.6,1347.7,1808.7,0
11.6,89.0723,0,0,0,0,1291,1430.1,1458,1831.4,0
11.8,51.016,0,0,0,0,1303.4,1455.9,1427.1,1842.7,0
12,-18.514,0,0,0,0,1292,1431.2,1430.4,1825.7,0
12.2,-10.491,0,0,0,0,1207,1308,1346.6,1814.4,0
12.4,-10.697,0,0,0,0,1224.7,1297.1,1321.2,1797.4,0
12.6,51.016,0,0,0,0,1253.7,1450.2,1335.6,1797.4,0
12.8,42.9933,0,0,0,0,1260.5,1387.1,1370.9,1800.2,0
13,30.6507,0,0,0,0,1216.9,1401,1385.2,1800.2,0
13.2,-15.84,0,0,0,0,1195.6,1338.9,1335.6,1797.4,0
13.4,-32.296,0,0,0,0,1183.2,1327,1337.8,1786.1,0
13.6,-14.4,0,0,0,0,1163,1293.8,1274.9,1777.6,0
13.8,0.82284,0,0,0,0,1156.3,1301.2,1282.7,1774.7,0
14,30.8565,0,0,0,0,1205.5,1292.7,1331.2,1783.2,0
14.2,-20.571,0,0,0,0,1185.3,1287.3,1311.4,1774.7,0
14.4,-24.068,0,0,0,0,1062.3,1211.3,1290.4,1771.9,0
14.6,-55.542,0,0,0,0,1086.8,1220.8,1128.3,1757.8,0
14.8,-43.199,0,0,0,0,1103.4,1125.5,1187.8,1746.4,0
15,-36.205,0,0,0,0,1025.1,1120.1,1182.3,1737.9,0
15.2,-31.679,0,0,0,0,974.8,1071.9,1175.7,1735.1,0
15.4,-30.856,0,0,0,0,974.8,1030.1,1132.7,1735.1,0
15.6,-40.319,0,0,0,0,976.9,1032.2,1106.3,1723.8,0
15.8,-65.621,0,0,0,0,788,809.5,876.8,1723.8,0
16,-95.038,0,0,0,0,14.3,-84.3,84.8,1704,0
16.2,26.948,0,0,0,0,-483.3,-908.7,-679.7,1800.2,0
16.4,-87.221,0,0,0,0,-515.5,-953.6,-640,1817.2,0
16.6,-57.804,0,0,0,0,-510.9,-977,-736,1831.4,0
16.8,-112.73,0,0,0,0,-553.1,-1059.1,-806.7,1862.5,0
17,-3.7028,0,0,0,0,-552,-1058.1,-762.5,1856.8,0
17.2,66.4442,0,0,0,0,-526.5,-922.4,-722.8,1837,0
17.4,60.8901,0,0,0,0,-501,-939.6,-668.7,1817.2,0
17.6,37.0277,0,0,0,0,-483.3,-894.8,-679.7,1800.2,0
17.8,1.64568,0,0,0,0,-722.5,-817.8,-643.3,1797.4,0
18,28.3879,0,0,0,0,-682.5,-612.5,-732.6,1777.6,0
18.2,1.02855,0,0,0,0,-486.9,-856.5,-568.3,1780.4,0
18.4,62.5358,0,0,0,0,-478,-889.7,-530.8,1771.9,0
18.6,73.0269,0,0,0,0,-440.1,-923,-579.3,1763.4,0
18.8,43.4047,0,0,0,0,-433.3,-846.9,-558.3,1766.3,0
19,2.26281,0,0,0,0,-464.5,-904.6,-531.9,1777.6,0
19.2,-17.897,0,0,0,0,-487.9,-927.1,-569.4,1786.1,0
19.4,36.822,0,0,0,0,-427.7,-883.3,-538.5,1774.7,0
19.6,37.2335,0,0,0,0,-427.7,-869.3,-495.5,1774.7,0
19.8,6.58271,0,0,0,0,-0.6,-293.5,40.6,1783.2,0
20,2.46852,0,0,0,0,115.7,-223.9,69.3,1783.2,0
20.2,14.194,0,0,0,0,1016.6,986.6,1144.8,1783.2,0
20.4,34.9707,0,0,0,0,1175.4,1250,1387.4,1788.9,0
20.6,52.456,0,0,0,0,1215.8,1372.1,1355.4,1805.9,0
20.8,88.4552,0,0,0,0,1284.2,1423.7,1480,1828.5,0
21,50.1932,0,0,0,0,1317.9,1428.1,1455.8,1842.7,0
21.2,-13.988,0,0,0,0,1269.7,1395.9,1379.7,1828.5,0
21.4,0.82284,0,0,0,0,1191.4,1376.5,1331.1,1820,0
21.6,-5.9656,0,0,0,0,1186.8,1302.6,1369.8,1805.9,0
21.8,55.1302,0,0,0,0,1215.8,1441.7,1412.8,1805.9,0
22,48.7532,0,0,0,0,1287.4,1440.7,1397.3,1811.5,0
22.2,27.9765,0,0,0,0,1243.8,1385,1411.7,1811.5,0
22.4,-8.0227,0,0,0,0,1172.2,1358.2,1355.4,1805.9,0
22.6,-43.816,0,0,0,0,1160.9,1319.5,1330.1,1788.9,0
