time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-6.37,49.87,123.9,0.052,-0.02,8782.7,8800.9,8746.1,550.3,0
0.02,-8.96,49.69,124.89,-0.038,-0.075,8773,8805.8,8792.4,559.4,0
0.04,-11.95,49.45,125.88,-0.277,0.02,8899,8963.7,8842.7,556.3,0
0.06,-14.15,49.17,126.86,0.207,-0.08,8913.8,8963.7,8913.2,556.3,0
0.08,-15.54,48.86,127.84,0.052,-0.035,8921.9,8957.1,8879,553.3,0
0.1,-14.35,48.57,128.81,-0.296,0.04,8871.1,8920.5,8844.8,550.3,0
0.12,-11.35,48.35,129.78,0.061,0,8804,8837.4,8808.5,553.3,0
0.14,-6.56,48.22,130.74,0.038,-0.025,8833.5,8897.2,8794.4,553.3,0
0.16,-2.37,48.17,131.71,0.038,-0.175,8848.2,8912.2,8864.9,553.3,0
0.18,-0.58,48.16,132.67,-0.028,0.055,8863,8942.1,8864.9,553.3,0
0.2,0.02,48.16,133.63,0.216,-0.2,8907.2,9002,8935.3,553.3,0
0.22,-0.78,48.14,134.6,0.108,0.025,8877.7,8957.1,8864.9,553.3,0
0.24,-1.38,48.11,135.56,-0.009,-0.07,8884.3,8933.8,8899.1,556.3,0
0.26,-2.37,48.07,136.52,-0.038,0.095,8848.2,8912.2,8822.6,553.3,0
0.28,-3.77,47.99,137.48,0.122,-0.005,8789.3,8867.3,8766.2,553.3,0
0.3,-5.77,47.88,138.44,-0.099,0.08,8736.9,8769.2,8715.9,556.3,0
0.32,-8.36,47.71,139.39,-0.122,-0.08,8679.6,8741,8647.5,550.3,0
0.34,-11.75,47.47,140.34,-0.019,-0.09,8730.3,8747.6,8681.7,553.3,0
0.36,-13.35,47.21,141.28,-0.009,0.005,8656.7,8732.7,8639.4,553.3,0
0.38,-14.95,46.91,142.22,0.329,0.14,8655.1,8716,8623.3,559.4,0
0.4,-14.55,46.62,143.16,-0.08,0.1,8679.6,8696.1,8619.3,550.3,0
0.42,-16.54,46.29,144.08,-0.202,-0.03,8568.2,8598,8498.5,553.3,0
0.44,-18.54,45.91,145,0.596,-0.035,8465.1,8523.2,8413.9,553.3,0
0.46,-21.13,45.49,145.91,0.047,-0.095,8383.3,8455.1,8335.4,556.3,0
0.48,-24.12,45.01,146.81,-0.235,-0.64,8325.9,8322.1,8238.8,550.3,0
0.5,-26.72,44.48,147.7,0.038,0.13,8214.6,8254,8202.6,553.3,0
0.52,-29.31,43.89,148.58,-0.07,0.04,8140.9,8134.3,8047.6,553.3,0
0.54,-30.91,43.27,149.44,0.009,0.01,8065.6,8147.5,8031.4,559.4,0
0.56,-31.31,42.64,150.29,0.103,-0.04,8111.4,8134.3,8089.8,553.3,0
0.58,-32.5,41.99,151.13,-0.169,-0.475,8104.8,8172.5,8083.8,550.3,0
0.6,-33.5,41.32,151.96,-0.038,-0.12,8140.9,8089.4,8103.9,553.3,0
0.62,-34.9,40.63,152.77,-0.207,0.705,8096.7,8104.4,8061.6,553.3,0
0.64,-35.3,39.92,153.57,0.16,0.1,7992,8042.8,7975,559.4,0
0.66,-35.1,39.22,154.36,0.099,0.665,7897,7946.4,7912.7,556.3,0
0.68,-33.9,38.54,155.13,-0.146,0.015,7831.4,7820.1,7779.8,553.3,0
0.7,-31.91,37.9,155.89,-0.272,-0.175,7764.3,7766.9,7729.5,556.3,0
0.72,-29.51,37.31,156.63,-0.169,0.07,7743,7745.3,7709.4,553.3,0
0.74,-28.71,36.74,157.37,0.028,0.055,7726.7,7743.6,7735.5,559.4,0
0.76,-29.31,36.15,158.09,-0.033,0.44,7795.4,7723.7,7745.6,550.3,0
0.78,-31.51,35.52,158.8,0.033,0.23,7765.9,7753.6,7745.6,550.3,0
0.8,-33.9,34.84,159.5,-0.085,0.085,7682.5,7713.7,7650.9,559.4,0
0.82,-36.3,34.12,160.18,-0.038,-0.385,7713.5,7670.5,7624.8,553.3,0
0.84,-39.69,33.32,160.85,-0.136,0.135,7608.8,7653.9,7552.3,559.4,0
0.86,-42.68,32.47,161.5,0.089,-0.065,7625.1,7655.5,7582.5,553.3,0
0.88,-45.67,31.56,162.13,0.174,0.015,7595.6,7640.6,7554.4,553.3,0
0.9,-48.67,30.58,162.74,-0.005,-0.05,7631.7,7602.3,7630.8,556.3,0
0.92,-50.26,29.58,163.33,-0.023,0,7669.3,7685.5,7624.8,553.3,0
0.94,-50.66,28.57,163.9,-0.023,-0.085,7684.1,7685.5,7638.9,553.3,0
0.96,-49.07,27.58,164.45,0.042,-0.03,7698.8,7775.2,7709.4,553.3,0
0.98,-45.67,26.67,164.99,-0.052,-0.06,7684.1,7760.3,7638.9,553.3,0
1,-44.28,25.78,165.5,0.014,-0.015,7669.3,7745.3,7638.9,553.3,0
1.02,-42.48,24.94,166,-0.019,-0.06,7698.8,7700.4,7638.9,553.3,0
1.04,-41.28,24.11,166.48,0.052,0.01,7713.5,7685.5,7653,553.3,0
1.06,-40.49,23.3,166.95,0.028,-0.005,7669.3,7700.4,7624.8,553.3,0
1.08,-39.69,22.51,167.4,0.07,-0.005,7692.2,7708.8,7675.2,550.3,0
1.1,-38.69,21.73,167.83,0.019,-0.005,7743,7775.2,7709.4,553.3,0
1.12,-38.09,20.97,168.25,0.038,0.005,7787.2,7865,7751.6,553.3,0
1.14,-37.29,20.22,168.66,-0.023,-0.05,7852.7,7946.4,7870.4,556.3,0
1.16,-37.69,19.47,169.05,0,-0.095,7964.1,7969.7,7878.5,553.3,0
1.18,-37.49,18.72,169.42,0,0.01,7949.3,7969.7,7906.6,553.3,0
