time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,12.9832,0,0,0,0,1938.3,1977.9,1934.1,1597.5,0
0.2,15.3801,0,0,0,0,1984.1,1966.2,1951.3,1585.7,0
0.4,23.1699,0,0,0,0,2277.8,2303.9,2298.6,1588.7,0
0.6,54.3295,0,0,0,0,2024.5,2078.8,2096.9,1597.5,0
0.8,11.9845,0,0,0,0,1737.3,1776.3,1815.6,1597.5,0
1,-10.387,0,0,0,0,1773.9,1784.2,1794,1594.5,0
1.2,-70.509,0,0,0,0,1589.8,1585.2,1589.2,1582.8,0
1.4,-54.929,0,0,0,0,1519.4,1528.9,1516.5,1576.9,0
1.6,-42.745,0,0,0,0,1394.1,1360,1372.1,1559.2,0
1.8,-63.118,0,0,0,0,1509,1518.4,1535,1559.2,0
2,-81.694,0,0,0,0,1203.6,1212.1,1219.8,1544.5,0
2.2,-119.25,0,0,0,0,1018.3,1026.2,998.9,1538.6,0
2.4,-83.891,0,0,0,0,826.4,804.9,860.2,1529.8,0
2.6,-110.86,0,0,0,0,1.4,-80.1,-79.3,1526.9,0
2.8,-128.23,0,0,0,0,247.8,124.2,146.4,1579.8,0
3,-90.882,0,0,0,0,-116.5,-298.7,-228.7,1603.4,0
3.2,-97.074,0,0,0,0,113.3,75.7,82.2,1603.4,0
3.4,2.39689,0,0,0,0,665.5,514.3,607.2,1606.3,0
3.6,28.1635,0,0,0,0,666.8,616.4,638,1600.4,0
3.8,82.6927,0,0,0,0,1011.4,918.8,978.5,1600.4,0
4,119.645,0,0,0,0,849.6,814.1,752.2,1585.7,0
4.2,78.4982,0,0,0,0,1130.3,1095.6,1026.7,1582.8,0
4.4,64.5163,0,0,0,0,931.9,882.2,925.5,1571,0
4.6,24.7679,0,0,0,0,860.1,752.6,792.3,1571,0
4.8,63.3179,0,0,0,0,1016.8,895.3,953.9,1576.9,0
5,39.5487,0,0,0,0,1045.5,967.3,1042.7,1576.9,0
5.2,60.122,0,0,0,0,1196.9,1191.1,1213.6,1573.9,0
5.4,-11.185,0,0,0,0,1398,1306.3,1361.6,1573.9,0
5.6,35.5539,0,0,0,0,2151.2,2234.5,2212.3,1576.9,0
5.8,86.2881,0,0,0,0,2233.4,2187.4,2253,1594.5,0
6,107.261,0,0,0,0,2237.2,2321,2301.7,1609.2,0
6.2,82.2933,0,0,0,0,2183.6,2238.5,2261.6,1624,0
6.4,0.79896,0,0,0,0,1983.9,2023.8,2025.9,1618.1,0
6.6,-1.3982,0,0,0,0,1777.7,1816.9,1842.7,1609.2,0
6.8,15.3801,0,0,0,0,1910.9,1936.1,1935.3,1591.6,0
7,34.9547,0,0,0,0,2242.6,2326.2,2321.5,1585.7,0
7.2,45.7407,0,0,0,0,1946.2,2043.4,2045.7,1594.5,0
7.4,7.39041,0,0,0,0,1700.7,1782.9,1792.8,1600.4,0
7.6,-14.581,0,0,0,0,1709.9,1734.4,1728,1591.6,0
7.8,-75.302,0,0,0,0,1669.5,1679.5,1730.5,1579.8,0
8,-53.93,0,0,0,0,1506.4,1530.2,1532.5,1571,0
8.2,-42.145,0,0,0,0,1328.9,1352.2,1349.3,1562.2,0
8.4,-60.322,0,0,0,0,1467.3,1476.5,1551,1553.4,0
8.6,-91.881,0,0,0,0,1173.6,1196.4,1203.7,1550.4,0
8.8,-121.64,0,0,0,0,975.2,983,984.1,1538.6,0
9,-87.087,0,0,0,0,660.6,667.5,674.5,1532.8,0
9.2,-117.85,0,0,0,0,117.6,36.4,-63.3,1521,0
9.4,-124.44,0,0,0,0,240,188.3,242,1582.8,0
9.6,-89.684,0,0,0,0,-151.7,-233.2,-250.3,1600.4,0
