time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,109.77,-42.33,32.85,0,0.067,981.3,959.5,971.4,1220.2,0
0.02,102.74,-40.28,32.05,0.004,-0.016,925.7,901.8,912.8,1220.2,0
0.04,93.67,-38.41,31.28,-0.025,-0.067,925.7,988.3,971.4,1220.2,0
0.06,82.25,-36.76,30.54,-0.099,-0.051,953.5,988.3,971.4,1220.2,0
0.08,69.08,-35.38,29.84,-0.017,0.016,918.1,923.2,934.5,1223.1,0
0.1,54.15,-34.3,29.15,-0.029,0.02,834.6,894.3,875.9,1223.1,0
0.12,39.52,-33.51,28.48,-0.054,-0.028,715.7,771.6,780.4,1225.9,0
0.14,25.76,-32.99,27.82,0.012,-0.043,667.6,721.4,700,1223.1,0
0.16,15.51,-32.68,27.17,-0.012,-0.115,584.1,663.8,612,1223.1,0
0.18,9.66,-32.49,26.52,-0.058,0.012,548.7,598.7,604.5,1225.9,0
0.2,9.37,-32.3,25.87,-0.112,0.02,500.6,548.5,494.8,1223.1,0
0.22,13.76,-32.03,25.23,-0.004,-0.051,444.9,490.9,436.1,1223.1,0
0.24,21.95,-31.59,24.6,-0.041,0.012,472.8,462.1,465.5,1223.1,0
0.26,30.73,-30.97,23.98,-0.029,-0.032,500.6,577.3,524.1,1223.1,0
0.28,40.69,-30.16,23.38,-0.079,0.02,611.9,663.8,670.7,1223.1,0
0.3,48.59,-29.19,22.79,-0.054,-0.016,675.2,757.7,736.9,1220.2,0
0.32,54.15,-28.1,22.23,-0.066,0.004,751.1,779.1,758.6,1223.1,0
0.34,57.96,-26.94,21.69,-0.074,-0.036,786.5,844.2,795.5,1220.2,0
0.36,58.83,-25.77,21.18,-0.054,-0.008,834.6,807.9,817.3,1223.1,0
0.38,58.83,-24.59,20.68,-0.066,-0.024,778.9,865.5,787.9,1223.1,0
0.4,56.79,-23.45,20.22,-0.029,-0.047,778.9,807.9,787.9,1223.1,0
0.42,54.15,-22.37,19.77,-0.004,0.004,778.9,836.7,787.9,1223.1,0
0.44,51.22,-21.35,19.34,-0.025,-0.032,751.1,807.9,758.6,1223.1,0
0.46,47.13,-20.4,18.93,-0.103,-0.051,751.1,750.2,729.3,1223.1,0
0.48,42.44,-19.56,18.54,0.008,-0.012,723.3,779.1,758.6,1223.1,0
0.5,38.64,-18.78,18.17,-0.058,-0.008,758.7,786.5,766.2,1220.2,0
0.52,34.83,-18.09,17.8,-0.045,-0.02,723.3,692.6,729.3,1223.1,0
0.54,32.49,-17.44,17.46,-0.041,-0.016,647.3,728.9,707.5,1220.2,0
0.56,29.86,-16.84,17.12,-0.074,-0.036,675.2,700.1,648.9,1220.2,0
0.58,27.51,-16.29,16.79,-0.041,-0.012,675.2,700.1,648.9,1220.2,0
0.6,24.29,-15.8,16.48,-0.05,-0.016,639.8,663.8,670.7,1223.1,0
0.62,19.61,-15.41,16.17,-0.029,-0.016,703,671.3,678.2,1220.2,0
0.64,16.1,-15.09,15.87,-0.008,0.02,675.2,700.1,678.2,1220.2,0
