time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,76.4,-102.87,107.44,0.144,0.121,-571.4,-797.7,-618.4,1378.5,0
0.02,89.36,-101.08,105.42,-0.12,0.023,-600.5,-742,-618.4,1378.5,0
0.04,100.06,-99.08,103.44,0.226,-0.079,-615,-714.2,-589.7,1378.5,0
0.06,107.87,-96.93,101.5,-0.12,0.023,-592.7,-706.7,-567.7,1375.6,0
0.08,110.75,-94.71,99.61,-0.019,0.033,-592.7,-678.9,-553.3,1375.6,0
0.1,109.31,-92.52,97.76,-0.043,-0.019,-584.9,-657.5,-545.6,1372.8,0
0.12,103.55,-90.45,95.95,-0.274,-0.237,-547,-649,-522.4,1364.3,0
0.14,94.91,-88.56,94.18,0.067,-0.177,-590.6,-593.4,-508.1,1364.3,0
0.16,85.45,-86.85,92.44,0.077,0.079,-568.3,-613.7,-514.7,1361.5,0
0.18,77.84,-85.29,90.73,-0.178,-0.005,-590.6,-607.3,-536.8,1364.3,0
0.2,72.7,-83.84,89.06,0.019,-0.177,-502.3,-703.7,-535.7,1358.7,0
0.22,71.26,-82.41,87.41,-0.111,0.126,-589.5,-592.3,-550,1358.7,0
0.24,72.29,-80.96,85.79,-0.043,0.014,-618.6,-592.3,-535.7,1358.7,0
0.26,75.17,-79.46,84.2,-0.034,0,-618.6,-564.5,-535.7,1358.7,0
0.28,78.87,-77.88,82.64,0.029,-0.042,-610.8,-515.3,-542.3,1355.8,0
0.3,80.93,-76.27,81.12,-0.038,-0.005,-573.9,-493.9,-534.6,1353,0
0.32,81.34,-74.64,79.62,0.091,-0.167,-551.6,-458.6,-512.5,1350.2,0
0.34,81.34,-73.01,78.16,0.125,0.13,-530.3,-493.9,-548.9,1353,0
0.36,81.75,-71.38,76.74,0.125,0.051,-588.5,-424.4,-548.9,1353,0
0.38,83.81,-69.7,75.34,-0.082,0.107,-572.9,-423.3,-533.4,1347.3,0
0.4,87.1,-67.96,73.98,0.096,0.158,-579.6,-401.9,-554.4,1344.5,0
0.42,92.03,-66.12,72.66,-0.091,0.098,-587.4,-409.4,-576.5,1347.3,0
0.44,98,-64.16,71.38,-0.106,-0.088,-579.6,-401.9,-540.1,1344.5,0
0.46,103.14,-62.1,70.14,-0.111,0.042,-594.1,-374.1,-525.7,1344.5,0
0.48,107.67,-59.94,68.94,-0.087,0.172,-513.7,-450.1,-518,1341.7,0
0.5,110.96,-57.72,67.78,0.106,0.065,-491.4,-414.8,-524.6,1338.8,0
0.52,112.4,-55.47,66.67,0.063,0.056,-484.6,-450.1,-532.3,1341.7,0
0.54,113.02,-53.21,65.61,-0.024,-0.033,-520.4,-331.4,-567.6,1338.8,0
0.56,112.19,-50.97,64.59,-0.115,0.056,-440,-407.4,-516.9,1336,0
0.58,110.34,-48.76,63.61,0.096,-0.14,-483.6,-365.6,-531.2,1336,0
0.6,106.43,-46.64,62.68,0.058,0.028,-469,-393.5,-516.9,1336,0
0.62,99.65,-44.64,61.79,-0.058,-0.051,-475.8,-330.3,-537.8,1333.2,0
0.64,90.8,-42.83,60.93,-0.005,0.047,-453.4,-350.7,-530.1,1330.4,0
0.66,80.31,-41.22,60.11,-0.106,0.056,-453.4,-350.7,-544.4,1330.4,0
0.68,67.56,-39.87,59.31,0.034,0.028,-446.7,-386,-537.8,1333.2,0
0.7,54.18,-38.79,58.53,-0.101,-0.051,-460.2,-371.1,-551.1,1327.5,0
0.72,41.22,-37.96,57.77,0.029,0.014,-497,-336.8,-558.8,1330.4,0
0.74,29.7,-37.37,57.03,0.01,0.009,-482.5,-392.4,-558.8,1330.4,0
0.76,21.89,-36.93,56.29,-0.005,0.009,-445.6,-398.9,-551.1,1327.5,0
0.78,18.8,-36.55,55.56,-0.13,-0.042,-466.9,-391.4,-572,1324.7,0
0.8,19.21,-36.17,54.83,0.106,0.07,-468,-392.4,-587.5,1330.4,0
0.82,22.92,-35.71,54.12,-0.072,0.033,-387.5,-440.6,-579.7,1327.5,0
0.84,28.88,-35.13,53.42,-0.014,0.06,-438.9,-420.3,-587.5,1330.4,0
0.86,35.88,-34.42,52.73,0.163,0.014,-408.8,-419.2,-543.3,1324.7,0
0.88,42.66,-33.56,52.06,0.034,-0.028,-387.5,-412.8,-551.1,1327.5,0
0.9,48.01,-32.6,51.41,-0.005,0.116,-394.3,-391.4,-529,1324.7,0
0.92,51.72,-31.57,50.77,-0.091,0.005,-416.6,-385,-565.4,1327.5,0
0.94,54.39,-30.48,50.17,-0.014,0.047,-416.6,-385,-579.7,1327.5,0
0.96,55.01,-29.38,49.58,-0.053,-0.005,-408.8,-349.7,-572,1324.7,0
0.98,55.01,-28.28,49.01,0.01,0.019,-394.3,-377.5,-557.7,1324.7,0
1,54.39,-27.19,48.47,-0.014,0.028,-394.3,-363.6,-557.7,1324.7,0
1.02,51.92,-26.15,47.95,-0.072,0.033,-379.7,-377.5,-572,1324.7,0
1.04,49.25,-25.17,47.44,-0.043,0.009,-357.4,-356.1,-578.6,1321.9,0
1.06,45.75,-24.25,46.96,-0.048,0.051,-349.6,-376.5,-585.2,1319,0
1.08,42.05,-23.41,46.49,-0.034,0.037,-371.9,-383.9,-578.6,1321.9,0
1.1,38.96,-22.63,46.04,-0.072,0.033,-371.9,-411.8,-578.6,1321.9,0
