time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,90.6824,0,0,0,0,2615.3,2721.3,2778.8,1776.9,0
0.2,91.4813,0,0,0,0,2616.7,2809,2824.5,1771.1,0
0.4,53.3308,0,0,0,0,2268,2387.5,2480.2,1788.7,0
0.6,-18.376,0,0,0,0,1960,2020.9,2088.5,1785.8,0
0.8,-1.7977,0,0,0,0,2229,2333.8,2365.5,1771.1,0
1,10.3865,0,0,0,0,2303.4,2422.8,2442,1759.3,0
1.2,49.7355,0,0,0,0,2340,2502.7,2538.9,1756.3,0
1.4,45.9404,0,0,0,0,1892.2,2010.5,2047.8,1768.1,0
1.6,2.19715,0,0,0,0,1832.2,1907,2030,1747.5,0
1.8,-54.13,0,0,0,0,1626,1729,1817.1,1738.7,0
2,-84.49,0,0,0,0,1599.9,1659.6,1730.8,1726.9,0
2.2,-50.335,0,0,0,0,1647,1706.7,1778.9,1709.3,0
2.4,-59.323,0,0,0,0,1750.2,1810.1,1885,1697.5,0
2.6,-66.114,0,0,0,0,1694.1,1710.6,1782.7,1691.6,0
2.8,-105.26,0,0,0,0,1337.8,1295.6,1400.2,1679.9,0
3,-87.087,0,0,0,0,1262.1,1277.3,1336.7,1665.1,0
3.2,-140.82,0,0,0,0,582,508.8,576.1,1656.3,0
3.4,-107.06,0,0,0,0,-36.8,-111.7,-106.2,1662.2,0
3.6,-89.684,0,0,0,0,-169,-315.9,-285.1,1738.7,0
3.8,-86.887,0,0,0,0,28,-31.8,36.9,1756.3,0
4,-55.528,0,0,0,0,325.6,309.9,358.8,1774,0
4.2,44.9417,0,0,0,0,581.4,609.7,667.3,1785.8,0
4.4,93.279,0,0,0,0,785.1,842.7,832.6,1774,0
4.6,127.235,0,0,0,0,880.4,895.1,945.5,1765.2,0
4.8,79.2972,0,0,0,0,727.8,799.5,787.6,1741.6,0
5,43.7433,0,0,0,0,599.9,714.4,685.2,1735.8,0
5.2,15.3801,0,0,0,0,588.2,601.8,732.1,1724,0
5.4,33.7562,0,0,0,0,787.9,787.7,893.7,1729.9,0
5.6,74.5034,0,0,0,0,803.6,861,954.2,1724,0
5.8,68.7109,0,0,0,0,1085.6,1100.6,1155.9,1715.2,0
6,-0.799,0,0,0,0,1177,1293,1309.5,1724,0
6.2,11.585,0,0,0,0,2073.8,2206.8,2308.2,1726.9,0
6.4,65.3153,0,0,0,0,2552.9,2672.9,2728.3,1735.8,0
6.6,115.45,0,0,0,0,2461.4,2610,2693.7,1759.3,0
6.8,95.6759,0,0,0,0,2607.5,2771.1,2800.4,1779.9,0
7,38.3503,0,0,0,0,2281.1,2371.8,2434.6,1794.6,0
7.2,-26.965,0,0,0,0,2068.3,2216,2229.8,1782.8,0
7.4,1.99741,0,0,0,0,2128.4,2233,2321.1,1771.1,0
7.6,14.5811,0,0,0,0,2332.1,2437.2,2486.4,1759.3,0
7.8,58.5241,0,0,0,0,2362.2,2467.3,2546.9,1753.4,0
8,29.3619,0,0,0,0,2059.3,2178,2205.1,1759.3,0
8.2,-7.9896,0,0,0,0,1910.5,1928,2021.9,1750.5,0
8.4,-62.319,0,0,0,0,1748.7,1765.6,1840,1735.8,0
8.6,-80.296,0,0,0,0,1744.9,1776.1,1865.3,1721,0
8.8,-59.922,0,0,0,0,1654.9,1743.4,1846.2,1706.3,0
9,-55.728,0,0,0,0,1756.7,1787.9,1877,1700.5,0
9.2,-64.117,0,0,0,0,1572.7,1632.1,1761.1,1688.7,0
9.4,-112.45,0,0,0,0,1294.7,1353.2,1415,1679.9,0
9.6,-88.685,0,0,0,0,1140.7,1141.1,1196.7,1662.2,0
9.8,-141.62,0,0,0,0,302.7,199.8,332.4,1653.4,0
10,-100.67,0,0,0,0,-8.2,-154.9,-90.8,1694.6,0
10.2,-99.072,0,0,0,0,-162.5,-237.4,-263.5,1741.6,0
10.4,-78.498,0,0,0,0,-7.2,-67.2,-88.4,1753.4,0
10.6,-42.545,0,0,0,0,475.7,345.2,469.3,1776.9,0
10.8,51.7329,0,0,0,0,747.2,703.9,808.5,1782.8,0
11,92.0806,0,0,0,0,727.6,785.1,817.8,1774,0
11.2,132.228,0,0,0,0,779.9,823,841.9,1765.2,0
11.4,74.1039,0,0,0,0,713.5,713.1,787.6,1741.6,0
11.6,32.9573,0,0,0,0,644.3,672.5,730.9,1729.9,0
11.8,26.7653,0,0,0,0,494.2,478.7,531.6,1726.9,0
12,45.3412,0,0,0,0,731.8,745.8,835.7,1724,0
12.2,76.1013,0,0,0,0,962.9,963.1,1103.5,1718.1,0
12.4,38.1505,0,0,0,0,1194,1238,1312,1712.2,0
12.6,-1.1984,0,0,0,0,1149.6,1207.9,1251.5,1718.1,0
12.8,19.1751,0,0,0,0,1915.9,2048.4,2056.5,1726.9,0
13,38.1505,0,0,0,0,2488.9,2608.7,2706.7,1732.8,0
13.2,92.0806,0,0,0,0,2239.5,2416.3,2420.4,1756.3,0
13.4,76.1013,0,0,0,0,2394.8,2572.1,2595.6,1768.1,0
13.6,67.9119,0,0,0,0,2039.6,2187.2,2200.2,1782.8,0
13.8,-28.363,0,0,0,0,1977,2081.2,2135.4,1774,0
14,0.79896,0,0,0,0,1928.7,2047.1,2070.7,1765.2,0
14.2,-7.5902,0,0,0,0,2011,2129.6,2170,1750.5,0
14.4,-1.5979,0,0,0,0,2205.6,2339,2340.9,1747.5,0
14.6,7.39041,0,0,0,0,1862.3,1994.7,2016.4,1741.6,0
14.8,-44.542,0,0,0,0,1636.5,1696.2,1783.2,1724,0
15,-77.699,0,0,0,0,1639.2,1713.2,1741.3,1712.2,0
15.2,-91.082,0,0,0,0,1657.6,1746,1789.4,1694.6,0
15.4,-43.344,0,0,0,0,1767.3,1870.3,1902.3,1685.7,0
15.6,4.99352,0,0,0,0,1788.1,1862.5,1923.9,1688.7,0
15.8,-7.3904,0,0,0,0,1850.7,1910.9,1988.7,1697.5,0
16,0,0,0,0,0,1892.5,1981.6,2031.9,1703.4,0
