time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,6.19197,0,0,0,0,492.6,319.2,357.2,1747.5,0
0.2,0.19974,0,0,0,0,581.5,451.4,463.3,1735.8,0
0.4,54.3295,0,0,0,0,735.4,663.5,711.3,1753.4,0
0.6,78.0987,0,0,0,0,829.4,685.8,748.9,1750.5,0
0.8,30.5604,0,0,0,0,866,765.6,756.9,1747.5,0
1,33.157,0,0,0,0,471.8,341.5,350.4,1744.6,0
1.2,-6.5915,0,0,0,0,435.2,348,327.6,1747.5,0
1.4,5.99223,0,0,0,0,785,713.3,732.9,1756.3,0
1.6,22.1712,0,0,0,0,800.7,700.2,660.1,1750.5,0
1.8,46.1402,0,0,0,0,1110.1,1053.7,1038.2,1747.5,0
2,0.39948,0,0,0,0,1145.3,1060.2,1089.4,1750.5,0
2.2,11.585,0,0,0,0,1892.1,1895.4,1903.7,1750.5,0
2.4,2.19715,0,0,0,0,2694.9,2657.4,2687.1,1756.3,0
2.6,54.729,0,0,0,0,2642.6,2662.6,2677.8,1765.2,0
2.8,60.3218,0,0,0,0,2940.2,2975.5,2970.2,1782.8,0
3,72.506,0,0,0,0,2698.6,2747.7,2736.4,1803.4,0
3.2,-2.9961,0,0,0,0,2446.6,2437.5,2447.1,1806.4,0
3.4,-7.9896,0,0,0,0,2463.6,2440.1,2434.8,1794.6,0
3.6,-18.975,0,0,0,0,2367.1,2343.2,2334.8,1776.9,0
3.8,23.1699,0,0,0,0,2693.6,2699.3,2685.8,1762.2,0
4,58.5241,0,0,0,0,2570.8,2605,2574.2,1765.2,0
4.2,36.1531,0,0,0,0,2526.4,2560.5,2543.3,1771.1,0
4.4,10.9858,0,0,0,0,2311,2315.7,2291.7,1771.1,0
4.6,-39.549,0,0,0,0,2348.9,2353.6,2360.1,1762.2,0
4.8,-15.38,0,0,0,0,2372.5,2420.4,2399,1753.4,0
5,-14.381,0,0,0,0,2402.5,2450.5,2444.7,1747.5,0
5.2,19.3749,0,0,0,0,2589.2,2623.3,2563.1,1747.5,0
5.4,-5.1933,0,0,0,0,2394.7,2413.9,2421.8,1750.5,0
5.6,-20.374,0,0,0,0,2287.6,2320.9,2296.6,1747.5,0
5.8,-44.143,0,0,0,0,2124.5,2157.3,2143,1738.7,0
6,-61.52,0,0,0,0,2191.1,2209.6,2181.9,1729.9,0
6.2,-33.157,0,0,0,0,2128.5,2103.6,2117.1,1721,0
6.4,-34.156,0,0,0,0,2144.2,2148.1,2133.2,1715.2,0
6.6,-23.969,0,0,0,0,2030.7,2063,2075.2,1709.3,0
6.8,-60.322,0,0,0,0,2067.2,2070.8,2083.2,1706.3,0
7,-29.961,0,0,0,0,1751.3,1754,1757.5,1706.3,0
7.2,-100.67,0,0,0,0,1342.7,1286.7,1291.8,1703.4,0
7.4,0.59922,0,0,0,0,555.6,454,465.2,1691.6,0
7.6,-57.725,0,0,0,0,51.3,-51.3,-82.6,1762.2,0
7.8,-72.106,0,0,0,0,269.2,124.2,142.5,1782.8,0
8,-95.276,0,0,0,0,-164.3,-267.3,-289.3,1794.6,0
8.2,-33.756,0,0,0,0,275.6,159.5,105.5,1818.1,0
8.4,36.1531,0,0,0,0,736.4,636.1,669.3,1812.2,0
8.6,47.3386,0,0,0,0,754.8,654.4,599,1794.6,0
8.8,69.7096,0,0,0,0,549.9,434.4,431.8,1779.9,0
9,5.19326,0,0,0,0,576.1,446.2,488,1759.3,0
9.2,-5.7925,0,0,0,0,706.7,591.5,622.4,1753.4,0
9.4,4.99352,0,0,0,0,529.2,370.3,498.5,1744.6,0
9.6,51.3334,0,0,0,0,764.1,706.7,681.7,1753.4,0
9.8,77.2997,0,0,0,0,837.3,722.4,756.9,1747.5,0
10,29.3619,0,0,0,0,779.8,736.8,727.3,1747.5,0
10.2,35.5539,0,0,0,0,449.5,362.4,372,1747.5,0
10.4,-4.9935,0,0,0,0,441.7,340.2,319.6,1750.5,0
10.6,3.3956,0,0,0,0,813.7,742.1,747.7,1756.3,0
10.8,26.5655,0,0,0,0,792.9,649.1,652.1,1753.4,0
11,46.7394,0,0,0,0,1080.1,1023.5,1007.4,1753.4,0
11.2,0.59922,0,0,0,0,1131,1074.6,1059.8,1750.5,0
11.4,9.98705,0,0,0,0,1855.5,1830,1806.8,1753.4,0
11.6,1.39819,0,0,0,0,2717.1,2665.2,2650.7,1753.4,0
11.8,53.7303,0,0,0,0,2657,2720.2,2677.8,1765.2,0
12,60.122,0,0,0,0,2940.2,2961.1,2970.2,1782.8,0
12.2,73.9041,0,0,0,0,2756,2747.7,2751.2,1803.4,0
12.4,-0.3995,0,0,0,0,2481.8,2458.4,2453.9,1809.3,0
12.6,-9.1881,0,0,0,0,2463.6,2440.1,2434.8,1794.6,0
12.8,-19.575,0,0,0,0,2322.7,2313.1,2348.4,1782.8,0
13,18.7756,0,0,0,0,2698.8,2704.5,2691.4,1771.1,0
13.2,59.7225,0,0,0,0,2585.2,2633.8,2603.8,1765.2,0
13.4,36.5526,0,0,0,0,2555.1,2603.7,2573,1771.1,0
13.6,13.5824,0,0,0,0,2360.6,2365.4,2342.9,1774,0
13.8,-40.947,0,0,0,0,2298,2288.2,2292.9,1765.2,0
14,-12.983,0,0,0,0,2372.5,2406,2399,1753.4,0
14.2,-15.38,0,0,0,0,2372.5,2406,2384.2,1753.4,0
14.4,16.179,0,0,0,0,2603.6,2637.7,2607.5,1747.5,0
14.6,0.79896,0,0,0,0,2380.3,2399.5,2407,1750.5,0
14.8,-20.973,0,0,0,0,2322.9,2313.1,2288.6,1750.5,0
15,-43.144,0,0,0,0,2137.5,2170.4,2171.4,1744.6,0
15.2,-65.715,0,0,0,0,2176.8,2209.6,2196.7,1729.9,0
15.4,-29.961,0,0,0,0,2099.8,2089.2,2131.9,1721,0
15.6,-35.554,0,0,0,0,2137.7,2127.1,2126.4,1712.2,0
15.8,-26.366,0,0,0,0,2094.6,2083.9,2096.8,1712.2,0
16,-58.324,0,0,0,0,2051.5,2055.1,2067.2,1712.2,0
16.2,-29.562,0,0,0,0,1751.3,1725.2,1757.5,1706.3,0
16.4,-101.27,0,0,0,0,1393.6,1337.7,1329.4,1700.5,0
16.6,-5.7925,0,0,0,0,576.4,503.8,486.8,1694.6,0
16.8,-53.531,0,0,0,0,44.8,-72.2,-89.4,1759.3,0
17,-72.306,0,0,0,0,226.1,124.2,127.7,1782.8,0
17.2,-93.279,0,0,0,0,-191.7,-323.6,-332.5,1788.7,0
17.4,-37.951,0,0,0,0,248.2,117.6,91.9,1812.2,0
17.6,34.7549,0,0,0,0,779.5,693.7,698.9,1812.2,0
17.8,45.7407,0,0,0,0,732.6,689.7,635.4,1797.5,0
18,71.5073,0,0,0,0,564.3,420,461.4,1779.9,0
18.2,9.58756,0,0,0,0,517.3,430.5,442.3,1765.2,0
18.4,-9.5876,0,0,0,0,713.2,612.5,673.6,1756.3,0
18.6,4.99352,0,0,0,0,521.3,348,357.2,1747.5,0
18.8,49.7355,0,0,0,0,800.7,700.2,660.1,1750.5,0
19,77.1,0,0,0,0,894.7,780,727.3,1747.5,0
19.2,30.9598,0,0,0,0,781.2,738.1,713.8,1741.6,0
19.4,36.9521,0,0,0,0,463.9,362.4,401.6,1747.5,0
19.6,-3.9948,0,0,0,0,463.9,333.6,342.4,1747.5,0
19.8,-0.5992,0,0,0,0,820.2,734.2,739.6,1759.3,0
20,25.9663,0,0,0,0,792.9,649.1,652.1,1753.4,0
20.2,50.5345,0,0,0,0,1043.5,1001.3,1029,1756.3,0
20.4,-0.3995,0,0,0,0,1137.5,1052.3,1081.4,1753.4,0
20.6,8.58886,0,0,0,0,1775.9,1750.1,1754.4,1756.3,0
20.8,-2.3969,0,0,0,0,2651.8,2657.4,2642.7,1756.3,0
21,51.1337,0,0,0,0,2628.3,2662.6,2603.8,1765.2,0
21.2,55.3282,0,0,0,0,2925.8,2917.9,2925.8,1782.8,0
21.4,78.4982,0,0,0,0,2706.4,2770,2759.2,1800.5,0
21.6,8.38912,0,0,0,0,2467.5,2501.6,2468.7,1809.3,0
21.8,-6.9909,0,0,0,0,2542,2547.4,2515.6,1797.5,0
22,-20.174,0,0,0,0,2458.5,2420.4,2414.4,1785.8,0
22.2,24.9676,0,0,0,0,2756.2,2776.5,2765.4,1771.1,0
22.4,65.7148,0,0,0,0,2633.5,2711.1,2683.4,1774,0
22.6,39.349,0,0,0,0,2531.6,2551.3,2519.3,1779.9,0
22.8,5.19326,0,0,0,0,2452,2485.9,2466.8,1782.8,0
23,-30.161,0,0,0,0,2245.7,2250.2,2239.2,1774,0
23.2,-30.96,0,0,0,0,2299.3,2289.5,2308.9,1759.3,0
23.4,-32.957,0,0,0,0,2187.1,2248.9,2207.8,1747.5,0
23.6,-2.9961,0,0,0,0,2655.8,2718.9,2676,1738.7,0
23.8,12.9832,0,0,0,0,2496.5,2516,2497.1,1744.6,0
24,-15.38,0,0,0,0,2388.2,2407.3,2385.5,1747.5,0
24.2,-22.571,0,0,0,0,2115.3,2119.3,2104.2,1747.5,0
24.4,-78.498,0,0,0,0,2118,2136.3,2106.6,1735.8,0
24.6,-52.931,0,0,0,0,2077.6,2110.1,2123.9,1724,0
24.8,-42.345,0,0,0,0,1936.7,1983.1,1933.9,1712.2,0
25,-22.371,0,0,0,0,2123.3,2127.1,2126.4,1712.2,0
25.2,-18.376,0,0,0,0,2223.9,2227.9,2230,1712.2,0
25.4,-57.525,0,0,0,0,1778.7,1767.1,1756.3,1712.2,0
25.6,-109.06,0,0,0,0,1387.1,1345.6,1337.5,1697.5,0
25.8,7.98964,0,0,0,0,361,244.6,205.5,1694.6,0
26,-73.704,0,0,0,0,214.4,126.8,130.2,1771.1,0
26.2,-48.937,0,0,0,0,318.8,145.1,149.3,1785.8,0
26.4,-105.26,0,0,0,0,8.1,-137.7,-156.1,1794.6,0
26.6,-15.979,0,0,0,0,283.4,225,202.3,1815.2,0
26.8,33.956,0,0,0,0,722.1,693.7,624.9,1812.2,0
27,34.9547,0,0,0,0,890.5,804.9,768.6,1797.5,0
27.2,63.7174,0,0,0,0,565.6,435.7,447.9,1774,0
27.4,16.179,0,0,0,0,531.7,344.1,397.9,1765.2,0
27.6,11.3852,0,0,0,0,719.7,662.2,636,1759.3,0
