time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-15.963,0,0,0,0,9332.1,9361.5,9366.3,187.5,0
0.2,-13.967,0,0,0,0,9492.6,9569.2,9519.3,193.5,0
0.4,19.9534,0,0,0,0,11048.1,11268.1,11021,190.5,0
0.6,45.6933,0,0,0,0,12120.7,12476.4,12116.1,202.6,0
0.8,67.4425,0,0,0,0,12330.2,12584.6,12261.1,190.5,0
1,62.4542,0,0,0,0,11960.2,12178.9,11850.4,196.5,0
1.2,65.4472,0,0,0,0,10918.9,11181.5,10853.9,205.6,0
1.4,61.257,0,0,0,0,10868.1,11070.2,10763.3,202.6,0
1.6,55.271,0,0,0,0,11490.2,11716.9,11443.8,190.5,0
1.8,50.4821,0,0,0,0,11901.2,12164,11822.2,196.5,0
2,48.2873,0,0,0,0,11634.4,11908,11552.4,202.6,0
2.2,48.2873,0,0,0,0,12313.9,12552.9,12230.9,196.5,0
2.4,47.0901,0,0,0,0,13618.8,13952.6,13549.4,193.5,0
2.6,47.8882,0,0,0,0,14450.6,14811.9,14386.8,196.5,0
2.8,49.8835,0,0,0,0,15128.5,15545,15063.2,196.5,0
3,45.8929,0,0,0,0,14404.9,14810.2,14314.3,202.6,0
3.2,38.7096,0,0,0,0,13376.5,13691.6,13332,190.5,0
3.4,38.7096,0,0,0,0,12417,12702.5,12385.9,196.5,0
3.6,29.9301,0,0,0,0,12705.2,12980.2,12675.8,193.5,0
3.8,19.1553,0,0,0,0,13579.6,13957.5,13581.6,202.6,0
4,7.5823,0,0,0,0,13464.9,13736.5,13529.3,190.5,0
4.2,-3.5916,0,0,0,0,12497.3,12798.9,12575.1,199.6,0
4.4,-14.766,0,0,0,0,11202,11229.8,11280.7,193.5,0
4.6,-34.519,0,0,0,0,10856.5,10849.2,10978.8,190.5,0
4.8,-47.689,0,0,0,0,10101.8,10082.8,10199.6,202.6,0
5,-61.856,0,0,0,0,10111.5,9973.2,10308.4,193.5,0
5.2,-76.222,0,0,0,0,9969.2,9933.2,10185.5,202.6,0
5.4,-91.786,0,0,0,0,9263.4,9097.1,9454.8,196.5,0
5.6,-102.56,0,0,0,0,8204,7917,8414.1,190.5,0
5.8,-109.15,0,0,0,0,6494.5,6181.6,6554,190.5,0
6,-110.94,0,0,0,0,7324.8,7144,7417.6,199.6,0
6.2,-96.575,0,0,0,0,6995.6,6780,7117.7,190.5,0
6.4,-66.046,0,0,0,0,6700.8,6465.8,6680.9,190.5,0
6.6,-40.505,0,0,0,0,7878.2,7825.5,7848.4,196.5,0
6.8,-13.768,0,0,0,0,9715.2,9750.4,9775,187.5,0
7,36.3152,0,0,0,0,11370.7,11580.5,11329,196.5,0
7.2,53.2756,0,0,0,0,12263.1,12516.4,12253,193.5,0
7.4,66.4449,0,0,0,0,12212.3,12390.1,12134.3,190.5,0
7.6,64.0505,0,0,0,0,11599.9,11798.3,11506.2,193.5,0
7.8,63.8509,0,0,0,0,10892.6,10990.4,10787.5,193.5,0
8,58.663,0,0,0,0,11076,11266.4,11004.9,196.5,0
8.2,55.4705,0,0,0,0,11295.5,11578.8,11242.4,202.6,0
8.4,50.8812,0,0,0,0,11893.1,12155.6,11842.3,199.6,0
8.6,46.691,0,0,0,0,11760.5,12021,11701.4,199.6,0
8.8,47.6887,0,0,0,0,12528.3,12755.7,12464.4,193.5,0
9,47.8882,0,0,0,0,13736.7,13997.4,13648.1,193.5,0
9.2,45.2943,0,0,0,0,14671.7,15036.3,14584.1,196.5,0
9.4,49.684,0,0,0,0,15254.6,15598.2,15127.7,193.5,0
9.6,46.8905,0,0,0,0,14133,14519.4,14026.5,199.6,0
9.8,40.705,0,0,0,0,13242.3,13525.4,13146.8,196.5,0
10,38.5101,0,0,0,0,12374.4,12539.7,12317.4,190.5,0
10.2,29.7306,0,0,0,0,12904.9,13168,12881.1,190.5,0
10.4,14.566,0,0,0,0,13509.1,13736.5,13543.4,190.5,0
10.6,15.3641,0,0,0,0,13374.9,13675,13414.5,196.5,0
10.8,-0.3991,0,0,0,0,12467.8,12769,12561,199.6,0
11,-14.766,0,0,0,0,11061.3,11146.7,11159.9,196.5,0
11.2,-31.526,0,0,0,0,10390,10480.1,10545.9,199.6,0
11.4,-48.487,0,0,0,0,10185.2,10077.9,10308.4,193.5,0
11.6,-63.053,0,0,0,0,10236,10159.3,10384.9,196.5,0
11.8,-75.823,0,0,0,0,9792.4,9723.8,9974.2,202.6,0
12,-92.384,0,0,0,0,9176.6,8949.2,9372.3,190.5,0
12.2,-105.35,0,0,0,0,8130.3,7857.1,8259.1,190.5,0
12.4,-112.34,0,0,0,0,6604.3,6352.8,6715.1,193.5,0
12.6,-108.55,0,0,0,0,7067.7,6898,7157.9,196.5,0
12.8,-95.377,0,0,0,0,7067.7,6912.9,7143.8,196.5,0
13,-66.046,0,0,0,0,6700.8,6585.5,6680.9,190.5,0
13.2,-35.916,0,0,0,0,7968.2,7902,7878.6,190.5,0
13.4,-7.1832,0,0,0,0,9890.5,10003.1,9885.6,193.5,0
13.6,39.3082,0,0,0,0,11703.1,11932.9,11675.3,193.5,0
13.8,57.0668,0,0,0,0,12330.2,12524.7,12289.3,190.5,0
14,69.6374,0,0,0,0,12042,12306.9,11957.1,193.5,0
