time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-30.442,0,0,0,0,874.1,845.2,829.1,906.7,0
0.2,-23.417,0,0,0,0,810.9,693.6,792.2,909.5,0
0.4,-73.178,0,0,0,0,1132.2,737.4,1012.5,903.9,0
0.6,-71.129,0,0,0,0,853.8,449.2,895.3,903.9,0
0.8,-35.125,0,0,0,0,790.6,585.8,653.2,906.7,0
1,-83.13,0,0,0,0,325,305.1,221,903.9,0
1.2,-120.6,0,0,0,0,-92.5,-69.5,-160.1,903.9,0
1.4,-141.09,0,0,0,0,-183.5,-163.4,-284.9,906.7,0
1.6,-101.57,0,0,0,0,-990.7,-912.7,-988.6,906.7,0
1.8,-83.423,0,0,0,0,-1109.6,-1064.3,-1113.4,909.5,0
2,-136.11,0,0,0,0,-1241.2,-1085.6,-1193.8,906.7,0
2.2,-49.175,0,0,0,0,-978,-927.7,-945,912.4,0
2.4,-11.123,0,0,0,0,87.2,2,30,909.5,0
2.6,39.2232,0,0,0,0,421.2,347.8,469.7,909.5,0
2.8,76.1048,0,0,0,0,1193,1262.5,1283.1,912.4,0
3,55.0296,0,0,0,0,1137.3,1147.3,1224.4,912.4,0
3.2,110.352,0,0,0,0,1089.2,1125.9,1144,909.5,0
3.4,64.3964,0,0,0,0,831.2,830.3,843.3,912.4,0
3.6,37.7597,0,0,0,0,552.8,657.3,638.1,912.4,0
3.8,27.2221,0,0,0,0,866.6,981.8,968.1,909.5,0
4,74.6412,0,0,0,0,727.4,866.6,850.9,909.5,0
4.2,66.738,0,0,0,0,1033.5,1154.7,1114.7,909.5,0
4.4,-3.5125,0,0,0,0,1033.5,1154.7,1085.4,909.5,0
4.6,67.6162,0,0,0,0,1979.9,2019.3,2023.5,909.5,0
4.8,61.4692,0,0,0,0,2599.7,2660.8,2676.1,906.7,0
5,72.2995,0,0,0,0,2627.6,2718.4,2734.7,906.7,0
5.2,77.861,0,0,0,0,2286,2365.1,2375.3,909.5,0
