time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-11.17,57.89,130.06,0.13,-0.214,917,1002.6,974.9,1771.9,0
0.02,-10.76,57.67,131.21,0.082,-0.121,924.8,926.6,1011.3,1769.1,0
0.04,-6.44,57.54,132.36,-0.024,0.079,904.6,962.9,977.1,1760.6,0
0.06,1.58,57.57,133.51,-0.029,0.019,962.7,962.9,948.5,1760.6,0
0.08,11.87,57.81,134.67,-0.053,-0.07,912.4,942.5,1027.9,1757.8,0
0.1,22.98,58.27,135.84,0.313,-0.126,926.9,956.5,1042.2,1757.8,0
0.12,33.26,58.94,137.01,-0.279,0.112,920.2,963.9,1006.9,1754.9,0
0.14,41.08,59.76,138.21,-0.26,0.172,920.2,977.8,1021.3,1754.9,0
0.16,46.63,60.69,139.42,-0.197,-0.074,941.5,998.2,984.9,1757.8,0
0.18,50.75,61.71,140.66,0.063,0.033,934.7,977.8,1035.6,1754.9,0
0.2,53.83,62.78,141.91,0.25,0.014,949.3,991.8,992.6,1754.9,0
0.22,55.89,63.9,143.19,-0.308,0.177,957.1,999.2,986,1752.1,0
0.24,57.33,65.05,144.49,-0.173,-0.088,928,1013.1,1014.7,1752.1,0
0.26,57.95,66.21,145.82,0.067,-0.028,957.1,985.3,986,1752.1,0
0.28,58.36,67.37,147.16,-0.337,0.172,993.9,1006.7,979.4,1749.3,0
0.3,57.95,68.53,148.53,0.12,-0.121,949.3,1019.6,992.6,1754.9,0
0.32,57.33,69.68,149.93,-0.048,-0.014,920.2,1019.6,992.6,1754.9,0
0.34,56.71,70.81,151.34,-0.303,0.251,963.8,1005.7,992.6,1754.9,0
0.36,55.69,71.93,152.78,0.159,-0.149,956,1012.1,1027.9,1757.8,0
0.38,54.45,73.02,154.24,-0.183,-0.079,978.3,1047.4,1006.9,1754.9,0
0.4,51.98,74.06,155.72,-0.62,0.084,941.5,1039.9,1013.5,1757.8,0
