Gassy Well w/separator  August 1996
2x5i03.csv,  Start Time = 0 sec, Duration = 59 sec
08/04/96
0:00:00 AM
time(sec),     Pressure(psi)
 57.04 ,       1619.1 
 57.06 ,       1613.4 
 57.08 ,       1616.2 
 57.1 ,        1619.1 
 57.12 ,       1616.2 
 57.14 ,       1621.9 
 57.16 ,       1613.4 
 57.18 ,       1616.2 
 57.2 ,        1607.7 
 57.22 ,       1607.7 
 57.24 ,       1604.9 
 57.26 ,       1599.3 
 57.28 ,       1602.1 
 57.3 ,        1599.3 
 57.32 ,       1599.3 
 57.34 ,       1596.4 
 57.36 ,       1599.3 
 57.38 ,       1596.4 
 57.4 ,        1596.4 
 57.42 ,       1593.6 
 57.44 ,       1596.4 
 57.46 ,       1593.6 
 57.48 ,       1590.8 
 57.5 ,        1590.8 
 57.52 ,       1590.8 
 57.54 ,       1590.8 
 57.56 ,       1590.8 
 57.58 ,       1587.9 
 57.6 ,        1585.1 
 57.62 ,       1587.9 
 57.64 ,       1585.1 
 57.66 ,       1585.1 
 57.68 ,       1585.1 
 57.7 ,        1585.1 
 57.72 ,       1579.4 
 57.74 ,       1582.3 
 57.76 ,       1576.6 
 57.78 ,       1582.3 
 57.8 ,        1573.8 
 57.82 ,       1576.6 
 57.84 ,       1570.9 
 57.86 ,       1573.8 
 57.88 ,       1568.1 
 57.9 ,        1570.9 
 57.92 ,       1568.1 
 57.94 ,       1570.9 
 57.96 ,       1565.3 
 57.98 ,       1565.3 
 58 ,          1565.3 
 58.02 ,       1562.5 
 58.04 ,       1565.3 
 58.06 ,       1562.5 
 58.08 ,       1562.5 
 58.1 ,        1559.6 
 58.12 ,       1565.3 
 58.14 ,       1562.5 
 58.16 ,       1565.3 
 58.18 ,       1562.5 
 58.2 ,        1568.1 
 58.22 ,       1565.3 
 58.24 ,       1565.3 
 58.26 ,       1570.9 
 58.28 ,       1570.9 
 58.3 ,        1570.9 
 58.32 ,       1576.6 
 58.34 ,       1573.8 
 58.36 ,       1576.6 
 58.38 ,       1576.6 
 58.4 ,        1579.4 
 58.42 ,       1576.6 
 58.44 ,       1585.1 
 58.46 ,       1582.3 
 58.48 ,       1582.3 
 58.5 ,        1585.1 
 58.52 ,       1587.9 
 58.54 ,       1590.8 
 58.56 ,       1587.9 
 58.58 ,       1590.8 
 58.6 ,        1590.8 
 58.62 ,       1596.4 
 58.64 ,       1593.6 
 58.66 ,       1593.6 
 58.68 ,       1590.8 
 58.7 ,        1587.9 
 58.72 ,       1593.6 
 58.74 ,       1590.8 
 58.76 ,       1585.1 
 58.78 ,       1587.9 
 58.8 ,        1585.1 
 58.82 ,       1587.9 
 58.84 ,       1585.1 
 58.86 ,       1585.1 
 58.88 ,       1579.4 
 58.9 ,        1579.4 
 58.92 ,       1576.6 
 58.94 ,       1576.6 
 58.96 ,       1573.8 
 58.98 ,       1576.6 
 59 ,          1568.1 
