time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-45.36,5.39,235.11,0,0.088,1278.1,1404.3,1391.1,1551.1,0
0.02,-44.33,4.51,235.2,-0.144,-0.149,1233.4,1445,1289.6,1556.8,0
0.04,-42.27,3.66,235.27,0.447,-0.116,1227.7,1328.3,1542.2,1548.3,0
0.06,-39.39,2.87,235.33,0.019,-0.042,1227.7,1383.9,1470.5,1548.3,0
0.08,-36.1,2.15,235.37,-0.385,0.167,1285.9,1467.4,1327.1,1548.3,0
0.1,-33.02,1.49,235.4,-0.178,-0.107,1308.2,1391.4,1363.5,1545.5,0
0.12,-30.14,0.89,235.42,0.101,0.084,1285.9,1328.3,1456.2,1548.3,0
0.14,-27.46,0.34,235.43,-0.188,0.065,1271.3,1411.8,1384.5,1548.3,0
0.16,-25.41,-0.17,235.42,0.12,0.047,1271.3,1397.8,1499.2,1548.3,0
0.18,-23.97,-0.65,235.41,-0.274,-0.126,1234.5,1432.1,1376.8,1551.1,0
0.2,-24.79,-1.14,235.39,0.005,-0.13,1285.9,1383.9,1441.8,1548.3,0
0.22,-26.85,-1.68,235.35,0.207,0.098,1256.8,1397.8,1427.5,1548.3,0
0.24,-29.73,-2.28,235.31,-0.25,-0.051,1249,1404.3,1405.4,1551.1,0
0.26,-33.02,-2.94,235.25,-0.308,-0.042,1279.1,1377.5,1449.6,1545.5,0
0.28,-36.1,-3.66,235.18,-0.029,-0.056,1264.6,1391.4,1435.2,1545.5,0
0.3,-38.78,-4.43,235.09,-0.24,-0.084,1242.3,1370,1441.8,1548.3,0
0.32,-40.63,-5.25,234.98,-0.029,-0.019,1271.3,1383.9,1398.8,1548.3,0
0.34,-40.42,-6.05,234.86,-0.029,-0.116,1235.5,1391.4,1435.2,1545.5,0
0.36,-38.98,-6.83,234.72,-0.024,0.019,1242.3,1383.9,1384.5,1548.3,0
0.38,-35.9,-7.55,234.57,-0.014,0.042,1235.5,1363.6,1420.9,1545.5,0
0.4,-31.37,-8.18,234.41,-0.072,0.009,1234.5,1348.6,1376.8,1551.1,0
0.42,-26.23,-8.7,234.24,-0.111,-0.074,1235.5,1391.4,1392.2,1545.5,0
0.44,-20.88,-9.12,234.05,0.048,0.074,1227.7,1356.1,1413.2,1548.3,0
