time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-9.94,33.55,41.67,0.72,0.632,18412.3,18334.7,18766,3320.5,0
0.02,-14.56,33.26,42.34,0.475,-0.526,18338.9,18235,18668.5,3334.9,0
0.04,-18.34,32.89,42.99,-1.145,0.468,18254.9,18241.8,18618.6,3332.5,0
0.06,-19.39,32.51,43.64,0.51,0.053,18334.6,18332.6,18594.9,3310.8,0
0.08,-16.87,32.17,44.29,-0.145,0.811,18217.3,18264.4,18583.5,3334.9,0
0.1,-9.1,31.99,44.93,-0.1,-0.263,18303.4,18287.5,18721.8,3306,0
0.12,2.86,32.04,45.57,-1.305,0.105,18442.2,18346.9,18753.6,3274.7,0
0.14,15.87,32.36,46.22,-0.385,-0.705,18275.1,18464.4,18640.3,3274.7,0
0.16,28.25,32.93,46.87,-0.715,0.568,18260.7,18392,18570,3279.5,0
0.18,38.11,33.69,47.55,0.795,0.189,18278.5,18424.5,18585.8,3294,0
0.2,45.46,34.6,48.24,-0.585,-0.005,18427.9,18494.8,18768.4,3279.5,0
0.22,49.87,35.59,48.95,-0.31,-0.068,18595.9,18569.2,18924.8,3284.3,0
0.24,52.38,36.64,49.68,1.26,-0.1,18761,18612.7,19006.3,3315.7,0
0.26,53.85,37.72,50.44,0.675,0.353,18927.3,18861.3,19218.2,3310.8,0
0.28,56.16,38.84,51.22,-0.245,-0.068,19080.9,19186.5,19417.7,3320.5,0
0.3,60.78,40.06,52.02,-1.235,-0.305,19261.6,19419.4,19671.6,3310.8,0
0.32,69.38,41.45,52.85,-0.065,-0.363,19488.6,19638.7,19883.6,3306,0
0.34,77.57,43,53.71,-0.29,0.179,19651.2,19737.8,20090.9,3322.9,0
0.36,83.02,44.66,54.6,-0.605,-0.553,19947,19891.5,20324.4,3320.5,0
0.38,82.6,46.31,55.52,-0.43,-0.011,20115,20083.5,20395.8,3325.3,0
0.4,74.21,47.79,56.48,0.265,-0.384,20235.8,20361.5,20579.5,3320.5,0
0.42,61.83,49.03,57.46,0.18,0.263,20419,20494.7,20849.2,3325.3,0
0.44,50.7,50.04,58.46,-0.23,0.211,20448.5,20420.2,20862.8,3320.5,0
0.46,43.15,50.91,59.48,0.005,0.1,20402.1,20345.8,20848.1,3315.7,0
