time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-60.034,0,0,0,0,-1111.3,-1410,-1032.1,3920.7,0
0.2,-62.168,0,0,0,0,-1403.3,-1757.2,-1318.6,4012,0
0.4,-58.511,0,0,0,0,-1195.4,-1435.7,-1028,3939.9,0
0.6,-60.339,0,0,0,0,-1057.7,-1353.7,-945.4,3951.9,0
0.8,-27.122,0,0,0,0,-998.2,-1263.2,-853.9,3971.2,0
1,-27.427,0,0,0,0,-1303.2,-1453,-984.6,4007.2,0
1.2,-4.2664,0,0,0,0,-946.4,-1118.2,-647.1,4052.9,0
1.4,61.8628,0,0,0,0,-836.4,-918.4,-504.1,4074.5,0
1.6,51.5016,0,0,0,0,-1002.9,-1029.4,-499.4,4062.5,0
1.8,43.2735,0,0,0,0,-1141.6,-1171.1,-642.4,4040.9,0
2,5.48538,0,0,0,0,-1107,-1107.9,-666.8,4028.8,0
2.2,7.31383,0,0,0,0,-1129.8,-1131.8,-603.8,4016.8,0
2.4,-10.971,0,0,0,0,-1332,-1423.9,-955.5,4007.2,0
2.6,-64.301,0,0,0,0,-1244.7,-1335.1,-953.4,4016.8,0
2.8,-45.102,0,0,0,0,-1415.1,-1331.8,-949.3,4036.1,0
3,-17.98,0,0,0,0,-1376.4,-1261.8,-965.6,4062.5,0
3.2,15.5419,0,0,0,0,-1245.6,-1215.7,-860.5,4076.9,0
3.4,9.14229,0,0,0,0,-1281.2,-1222.5,-809,4079.3,0
3.6,31.3885,0,0,0,0,-1100.9,-923.5,-683.7,4086.5,0
3.8,58.8154,0,0,0,0,-1123.7,-1005.5,-678.9,4074.5,0
4,46.6257,0,0,0,0,-939.5,-908,-523.8,4050.5,0
4.2,21.332,0,0,0,0,-1121.9,-1007.1,-798.9,4024,0
4.4,-0.3047,0,0,0,0,-1224,-1198.4,-845.7,4009.6,0
4.6,0.60949,0,0,0,0,-1131.9,-1135.1,-841,3997.6,0
4.8,-22.551,0,0,0,0,-1341.9,-1261.5,-881,3980.8,0
5,-29.865,0,0,0,0,-1185.4,-1191.4,-811.2,3966.3,0
5.2,-24.684,0,0,0,0,-1149.8,-1155.5,-775.3,3963.9,0
5.4,-3.3522,0,0,0,0,-1034.9,-1010.3,-571.4,3963.9,0
5.6,17.6751,0,0,0,0,-1134.9,-1053,-672.3,3968.8,0
5.8,17.3704,0,0,0,0,-1192.4,-1227.3,-818,3968.8,0
6,42.0545,0,0,0,0,-1033.9,-1066.7,-627.6,3973.6,0
6.2,38.0929,0,0,0,0,-948.7,-1039.3,-571.4,3963.9,0
6.4,27.4269,0,0,0,0,-971.5,-1063.2,-537.5,3951.9,0
6.6,-6.0949,0,0,0,0,-966.6,-1088.8,-564,3930.3,0
6.8,-14.323,0,0,0,0,-1126.1,-1251.1,-727.3,3915.9,0
7,17.3704,0,0,0,0,-1127.2,-1194.6,-700.2,3906.3,0
7.2,-4.5711,0,0,0,0,-913.2,-1008.3,-543,3891.8,0
7.4,-25.294,0,0,0,0,-956.8,-1081.8,-587.7,3887,0
7.6,-12.19,0,0,0,0,-1071.7,-1256.1,-646,3887,0
7.8,29.2553,0,0,0,0,-898.3,-963.9,-527.4,3896.6,0
8,21.0273,0,0,0,0,-927.1,-1051.1,-614.8,3896.6,0
8.2,15.5419,0,0,0,0,-783.4,-1022,-469.1,3896.6,0
8.4,14.9324,0,0,0,0,-783.4,-963.9,-440,3896.6,0
8.6,14.0182,0,0,0,0,-935,-1117.7,-594.5,3889.4,0
8.8,19.1988,0,0,0,0,-956.8,-1081.8,-558.6,3887,0
9,-7.3138,0,0,0,0,-936,-1148.4,-683.9,3879.8,0
9.2,-7.0091,0,0,0,0,-957.8,-1141.6,-648,3877.4,0
9.4,-9.1423,0,0,0,0,-850.9,-1092,-540.3,3870.2,0
9.6,-5.7901,0,0,0,0,-980.7,-1194.5,-730.7,3865.4,0
9.8,4.57115,0,0,0,0,-951.9,-1136.4,-614.2,3865.4,0
10,4.2664,0,0,0,0,-815.2,-998,-504.4,3867.8,0
10.2,21.0273,0,0,0,0,-915.3,-1069.8,-605.4,3872.6,0
10.4,18.2846,0,0,0,0,-829.1,-1069.8,-547.1,3872.6,0
10.6,0,0,0,0,0,-734.9,-887,-392.6,3879.8,0
10.8,4.57115,0,0,0,0,-727,-878.5,-412.9,3887,0
11,3.04743,0,0,0,0,-769.6,-921.2,-368.2,3891.8,0
11.2,2.43794,0,0,0,0,-769.6,-950.2,-426.5,3891.8,0
11.4,1.82846,0,0,0,0,-813.2,-965.6,-471.2,3887,0
11.6,0.30474,0,0,0,0,-949.9,-1162.1,-639.2,3884.6,0
11.8,-7.0091,0,0,0,0,-921.2,-1162.1,-697.5,3884.6,0
12,-6.3996,0,0,0,0,-928.1,-1139.9,-616.9,3887,0
12.2,-8.5328,0,0,0,0,-977.6,-1160.4,-637.2,3894.2,0
12.4,-6.3996,0,0,0,0,-998.4,-1181,-657.5,3901.4,0
12.6,-5.1806,0,0,0,0,-997.4,-1179.3,-684.6,3911.1,0
12.8,5.18063,0,0,0,0,-903.2,-1112.7,-588.4,3918.3,0
13,11.5802,0,0,0,0,-932,-1112.7,-588.4,3918.3,0
13.2,12.1897,0,0,0,0,-946.8,-1128,-603.9,3913.5,0
13.4,16.7609,0,0,0,0,-896.3,-1076.8,-581.6,3915.9,0
13.6,17.0656,0,0,0,0,-882.5,-1034,-538.9,3911.1,0
